,meme_id,plantilla,texto_no_tilde,text_1,text_2
16793,006,Filosoraptor,si el diablo castiga la la gentemala eso lo hace una buena persona??,None,None
16798,013,Yao Wonka,hola  aweona,None,None
16800,003,Ay Si,"Ay si, cambias la clave de tu modem y crees que nadie la va a crackear",None,None
16801,004,Bad Luck Brian,eSTUDIA DOS SEMANAS dia y noche PARA EL EXAMEN LO PIERDE,None,None
16806,008,Matias Prats,y en noticias locales... que dice pes la zenteno si o no...???,None,None
16807,006,Filosoraptor,coño... pues es verdad,None,None
16815,005,Disaster Girl,Decia que no me iba a  dar mas churro ..,None,None
16816,005,Disaster Girl,no te procupes abuelita yo me ENCARGo de tu hijo,None,None
16820,003,Ay Si,HAY SI HAY SI  ESOS PUBERTOS,None,None
16828,001,Ancient Aliens,pelucas y extenciones,None,None
16831,004,Bad Luck Brian,quiere ser la mas bonita llega alisson,None,None
16844,008,Matias Prats,noticia de ultimo minuto nico extraña asu amiga flor..y mucho,None,None
16845,004,Bad Luck Brian,Ocupa un 30 para pasar saca 15,None,None
16847,011,Problems,voy por unos cigarros me dijo.. ahora no tengo ni para el taxi,None,None
16860,012,Willy Wonka,dile a grace que ahora la eh visto y estuvo muy  linda,None,None
16869,012,Willy Wonka,Richard q se siente q te  hagan bullyng x una comida xd,None,None
16870,003,Ay Si,sauuuuuu peko 2,None,None
16876,009,No me digas,Como que te  beso en el cuello,None,None
16881,009,No me digas,QUE ALISSON ES HERMOSA  NO ME DIGASS !,None,None
16884,007,Futurama Fry,creo que no te estoy entendiedo pero parece que me dices vago,None,None
16888,004,Bad Luck Brian,ES AURI ES AURI,None,None
16891,003,Ay Si,ay k  miedo el chamakito jejejeje,None,None
16906,003,Ay Si,AY SI AY SI SON COSAS DEL DIABLO,None,None
16909,003,Ay Si,hay si hay si  vendo muchos mazdas,None,None
16914,012,Willy Wonka,Dime Que se siente utilizar link en ves de imagenes,None,None
16918,004,Bad Luck Brian,le traen artista internacional por 30 pesos paga 50 para ver a los de siempre,None,None
16921,008,Matias Prats,en otras noticias samid se a violado a un negro,None,None
16923,004,Bad Luck Brian,no lleva ni el año con su novio queda embarazada,None,None
16925,009,No me digas,ooo::  te  salio  uno,None,None
16926,013,Yao Wonka,acaso tienes,None,None
16928,007,Futurama Fry,queeeee no puedo ir a trabajar...??,None,None
16930,007,Futurama Fry,no se si veo mal pero  te acabas de cagar tu estado,None,None
16932,003,Ay Si,soi nicolas i me gusta por atras ando nesesitao por eso pido cuentas,None,None
16933,003,Ay Si,Cerro campeon del clausura ay que miedo me dan estos tortilleros,None,None
16937,004,Bad Luck Brian,dedica un meme de un comic que no entendio  el luis no entiende =,None,None
16941,001,Ancient Aliens,oe la jerma tenia un parecido  a tu jerma lily,None,None
16942,008,Matias Prats,y en las proximas noticias ay una taradita x alli,None,None
16946,007,Futurama Fry,mmm creo que lo e visto en algun lado carlos,None,None
16949,008,Matias Prats,en otras noticias samid es una salchichona,None,None
16952,008,Matias Prats,ESTA NOCHE EN EL NOTICIERO ADAN DESCUBRE QUE JUANGA LE GUSTA EL TALADRO,None,None
16953,012,Willy Wonka,ASI QUE NO VAS A VOTAR POR EL CANDIDATO DEL PSUV EL 8,None,None
16957,010,Prepare Yourself,Embrace yourselves marea roja is coming,None,None
16960,009,No me digas,cerro campeon del clausura que miedo,None,None
16973,001,Ancient Aliens,SOLO HAY UNA EXPLICACION PARA ESTO NOVASKIN.COM,None,None
16976,008,Matias Prats,noticia de ultimo momento  kevin declaro ser gay y novio de carlos parra wuaaaa,None,None
16979,008,Matias Prats,atencion ultimas noticas emelec no va a quedar campeon,None,None
16981,007,Futurama Fry,hijo de perra me nos haces cachita todavia te fregas ahora mando a 4 gatos pa ke te cachen,None,None
16986,005,Disaster Girl,la lider de equipo se queda dormida norita lo soluciona,None,None
16987,008,Matias Prats,atancion ultima noticia emelec no va a tener copa,None,None
16991,004,Bad Luck Brian,"tiene un credito de $140,000 no vaa..!!!!!",None,None
16992,011,Problems,pz lloro,None,None
16995,011,Problems,pz  lloro,None,None
16997,013,Yao Wonka,Asi que iban a ser campeones EN SU ESTADIO.. DIME QUE SE SIENTE NO HABER PODIDO GANAR Y DAR LA VUELTRA OLIMPICA PITUFITOS AZULES!!!,None,None
17004,003,Ay Si,"UY SI, UY SI... SOY PROFESOR DE HISTORIA Y PARA NAVIDAD QUIERO LIBROS",None,None
17008,013,Yao Wonka,Asi que iban a ser campeones EN SU ESTADIO CACAPWELL... DIME QUE SE SIENTE NO HABER PODIDO GANAR Y DAR LA VUELTA OLIMPICA PITUFITOS AZULES!!!,None,None
17011,005,Disaster Girl,querian ir a cascadas les queme las cabañas jijiji,None,None
17021,001,Ancient Aliens,si osiris se graduo es por que   intervinieron alienigenas,None,None
17027,004,Bad Luck Brian,Hola Como Estan? Hahaha Suscribete,None,None
17030,003,Ay Si,superar a alisson en hermosura ay si  ay si,None,None
17031,001,Ancient Aliens,Creo!! Que viene de los aliens,None,None
17032,009,No me digas,pues si  te digo,None,None
17036,003,Ay Si,Ay si como el blog es aburrido felix lo mama,None,None
17042,009,No me digas,MEdio cursi maje no de digas,None,None
17046,012,Willy Wonka,con que ganaste en pueblo muerto que se siente saber que caracas dara la vuelta en el olimpico,None,None
17053,012,Willy Wonka,NO ME DIGAS CORAZON SERRANO ESTE SABADO 30 EN CASA REAL!!!,None,None
17064,003,Ay Si,Ay si... Ahora todos en este chat son unos santos,None,None
17066,001,Ancient Aliens,pablo engorda por  los aliens xDD,None,None
17067,007,Futurama Fry,"te tengo  entre ojos..,",None,None
17070,003,Ay Si,vueno  no me cres ps jejejejeje,None,None
17073,007,Futurama Fry,dely lokaso  y ahora km te digo,None,None
17096,006,Filosoraptor,me rio  o te escupo?,None,None
17100,003,Ay Si,"Ay Si, Ay Si !! Ahora celebro thanksgiving, porque me creo gringo ...",None,None
17106,012,Willy Wonka,te gusta mi novia? no me digas....,None,None
17116,009,No me digas,No  me  digassss :p,None,None
17119,003,Ay Si,ay si soy sibel michel y bloqueo a mis disque amigos  ay si soy una idiota,None,None
17121,001,Ancient Aliens,esto es obra del... Cafe,None,None
17122,011,Problems,Pense que si se podia solo un pliego pero dice fanny que no,None,None
17129,010,Prepare Yourself,preparadas intento de garbriels va a tacar,None,None
17131,006,Filosoraptor,si a la maestra de mate no le gustan la cosas feas por k carajos te sigue hablando,None,None
17135,008,Matias Prats,en otras noticias  daniela se muere por 1D,None,None
17140,004,Bad Luck Brian,primer semestre en universidad reprueba todas las amterias,None,None
17144,011,Problems,Yo pensaba que si se podia un pliego  pero dice fanny que no,None,None
17155,011,Problems,a maria fernanda es la unica  que se le pierde la bolete,None,None
17162,009,No me digas,holaaaaaaa miluskita  linda,None,None
17174,003,Ay Si,hay si hay si deje asi,None,None
17177,009,No me digas,imbecil gil,None,None
17179,008,Matias Prats,informacion de ultimo minto rosa se ekivoco,None,None
17185,005,Disaster Girl,y si quemo el super..... y no trabaja nadie tampoco ...,None,None
17186,001,Ancient Aliens,amigo en verdad debes asesinarte x feo,None,None
17190,007,Futurama Fry,mmmm ya.... mmm...,None,None
17192,003,Ay Si,"hay si ,hay si me empede en casa de bri",None,None
17193,007,Futurama Fry,Asi que ingenieria quimica .... seguiras los pasos del profesor alberto??,None,None
17194,004,Bad Luck Brian,compra minecraft premium para cambiar de skin usa el mismo skin de un solo ojo que usan todos,None,None
17195,004,Bad Luck Brian,Construye una pista de aterrizaje de lujo en Barra del colorado la utiliza el narco,None,None
17197,003,Ay Si,"ay si,ay si me cuadro con maria isabel y te da rabia",None,None
17199,003,Ay Si,AY SI AY SI MUY MACHITO AHORAS SE OLVIDA COMO ERA EN EL COLE,None,None
17200,004,Bad Luck Brian,Sale de cuaRTO MEDIO PIENSA EN CARRETIAR Y DIVERTIRSE  LA MAMA LO DEJA DE NANA EN LA CASA,None,None
17216,002,Annoying Gamer Kid,qUIERES JUGAR CP?,None,None
17218,012,Willy Wonka,holaaa linda   jessica jijiji,None,None
17221,003,Ay Si,como kevin arnold HOyo es hoyo,None,None
17223,012,Willy Wonka,Asi que eres ingeniero dame dos de suadero para llevar,None,None
17229,004,Bad Luck Brian,se cree diseñador solo sabe word,None,None
17231,001,Ancient Aliens,. termo,None,None
17248,011,Problems,aver cuando chingados se va,None,None
17257,003,Ay Si,AY si AY si todos los foxes tienen el pito yiy,None,None
17259,003,Ay Si,Ay si Danae bien buena eres! PEro buena para otra cosa,None,None
17267,012,Willy Wonka,Dime alison que se siente patear tus pechos??,None,None
17278,001,Ancient Aliens,ese cacharro es obra de alienigenas,None,None
17284,004,Bad Luck Brian,samuel juega s4 Le banean la cuenta se le kema la pc se ba la luz y se le muere el perro,None,None
17288,011,Problems,por eso monterrey jamas progresara kon gente komo oswel :´(,None,None
17289,003,Ay Si,ay si  ay si ahora SOY la LA PENDEJA!!!,None,None
17302,006,Filosoraptor,si una boyaca y un pastuso se casan el hijo es un boyo de pasto,None,None
17306,004,Bad Luck Brian,No va a suesca por una carrera gay cancelan the color run!!,None,None
17310,003,Ay Si,hay el mk  del edward va a llorar,None,None
17312,001,Ancient Aliens,"Existe algo llamado dropbox, skydrive, google drive y correo para tener respaldados los trabajos     solo hay una explicacion para esto ¡sebos!",None,None
17323,006,Filosoraptor,aja cagate pue,None,None
17325,008,Matias Prats,esos son los mas papis,None,None
17329,003,Ay Si,ay solo quiero un bocado  stefano,None,None
17331,007,Futurama Fry,y que esperas ver si no juego mas de 10,None,None
17337,003,Ay Si,Ay SI AY SI ESQUE ME CREO LA GRAN COSA,None,None
17338,004,Bad Luck Brian,se la pasa Lun. Mar. Mier. Jue. Vier. y Sab. pensando en su partido de fut del dom. les toca descanzoo0,None,None
17341,003,Ay Si,ay si! ay si! me haces bullying y yo lloro,None,None
17342,003,Ay Si,!!!Yestan esperando graduarse de especialistas y aun no han empezado a hacer la presentacion,None,None
17347,001,Ancient Aliens,toda esa histeria ...  deve ser alienigena,None,None
17350,008,Matias Prats,Trulo por fabor no caches ala tia janet,None,None
17356,007,Futurama Fry,"¡oh por dios! es un angel no, es una princesa no, es nata",None,None
17358,004,Bad Luck Brian,Se Dua Con su flaca para hablar de por vida Le termina al otro dia,None,None
17362,003,Ay Si,es la vdd enemiga yo no tengo la culpa,None,None
17366,007,Futurama Fry,no puedo amar  en secreto?,None,None
17368,011,Problems,ME DIJO QUE UN ENSAYO DE 1000 PALABRAS PERO CON UNA HOJA LLEGO A LAS 500,None,None
17372,009,No me digas,no me digas mk de mrd,None,None
17380,008,Matias Prats,el negro 3 lexhes ataka y deja cuatrillizos,None,None
17385,010,Prepare Yourself,PREPÁRENSE  que en la entrada vienen los brabucones,None,None
17386,009,No me digas,no enserio,None,None
17398,003,Ay Si,tranquila independiente,None,None
17399,012,Willy Wonka,decime algo ¿que se siente ir por la vida comiendo sobras?,None,None
17403,008,Matias Prats,ultima noticia  EL MELLI IVA CON LA DIRECTORA EN PRIMARIA MIREN SI ES VIEJO,None,None
17408,006,Filosoraptor,Dice que va al lleras se mantiene en jundillas de belen rincon,None,None
17409,012,Willy Wonka,suerte y coma m!!,None,None
17411,003,Ay Si,ay si el monster black  va  pasar pena con la trilogia ay si,None,None
17424,006,Filosoraptor,PARA CUANDO OLAVARRIA FILI ?,None,None
17429,004,Bad Luck Brian,necesita un 07 para aprobar  y saca 06,None,None
17440,012,Willy Wonka,fijate k si te digo  zulay,None,None
17445,003,Ay Si,a ti que te importa que sea payaso?,None,None
17446,001,Ancient Aliens,tenia que ser  lalo,None,None
17449,004,Bad Luck Brian,se burla de un gamer  es otaku,None,None
17466,007,Futurama Fry,me late que se me  insinuo el julio...,None,None
17469,012,Willy Wonka,Asi que Te gusta elrubuisomg no te creo pues dale like,None,None
17471,007,Futurama Fry,No se si se me distrae O si se me hace la mugrienta y no me contesta,None,None
17473,001,Ancient Aliens,EXELENTE HISTORIA DEVERIA ESTAR EN LA ROSA DE GUADALUPE,None,None
17480,013,Yao Wonka,jajaja  que graciosa eres,None,None
17481,003,Ay Si,AY SI AY SI LUIS CUANDO VIENES PARA CHUPARTELO EN LOJA,None,None
17482,004,Bad Luck Brian,necesita un 07 para aprobar saca 06,None,None
17484,003,Ay Si,tefo tu pañal no te olvides,None,None
17488,003,Ay Si,AY si AY si soy Fox y mi pito mide 30cm,None,None
17489,011,Problems,el dedito nomas decian no dolera decian,None,None
17492,003,Ay Si,AY SI ME SIENTO IMPORTANTE .,None,None
17495,013,Yao Wonka,k nokieres ir a su A tu casa,None,None
17496,007,Futurama Fry,... ¡Pene!,None,None
17497,008,Matias Prats,ultima noticia  eres lo mas hermoso que pude ver hoy,None,None
17499,013,Yao Wonka,k no kieres ir  a tu casa,None,None
17501,013,Yao Wonka,TU BILLETERA DA  PENA PAPELITOS LE METES,None,None
17505,007,Futurama Fry,yo aun me pregunto algun dia nos pagaran lo del carro,None,None
17508,013,Yao Wonka,mira a este atarantado sigue queriendo llamar la atencion de todos imbesil!!!,None,None
17518,010,Prepare Yourself,COmpras compulsivas por doquier Is coming,None,None
17520,012,Willy Wonka,Dime que se siente  que te cage tu estado,None,None
17525,001,Ancient Aliens,ASI ES LA PORONGA  DE LOS GRISES,None,None
17528,011,Problems,tu nivel es insuperable john,None,None
17530,003,Ay Si,si tu no sabes Yo  tampoco jajaj,None,None
17534,007,Futurama Fry,como  tendra la pecueca,None,None
17536,008,Matias Prats,buenas noticias  bajo el bolivar,None,None
17538,007,Futurama Fry,rayos william eso tiene sentido,None,None
17547,001,Ancient Aliens,la culpa es de las clases poco viajan por la app mediante dto intergalacticos...,None,None
17554,005,Disaster Girl,asi que te gusta jugar con fuego no? tu casa despues de jugar.,None,None
17556,006,Filosoraptor,Si un jaeno cambia cambia de de bar o de licor,None,None
17559,008,Matias Prats,les anuncio que le gane el duelo de memes a jean paul,None,None
17567,006,Filosoraptor,si un jaeno cambia cambia de bar o de licor,None,None
17571,004,Bad Luck Brian,utiliza repository con entity y quiere hacer un truncate,None,None
17573,008,Matias Prats,en otras noticias sergio ya no sabe que poner,None,None
17583,004,Bad Luck Brian,reclama inocentemente por el gerente la cambian de local,None,None
17584,009,No me digas,aaa... ¡¡¡no mames!!!,None,None
17585,004,Bad Luck Brian,AHORA SI GANAMOS LA ARQUICOPA DECÍAN QUEDAN EN SEGUNDO LUGAR NUEVAMENTE,None,None
17586,007,Futurama Fry,no veo un no por respuesta,None,None
17592,002,Annoying Gamer Kid,hahahahah te botaron del colegio Que se siente ser el unico con vacaciones,None,None
17599,004,Bad Luck Brian,conecta las luces de navidad muere en un corto,None,None
17603,012,Willy Wonka,Asi QUE ERES SOLTERA Y HACES LO QUIERES DIME QUE SE SIENTE ESTAR EMBARAZADA Y NO HACES lO qUIERES,None,None
17608,001,Ancient Aliens,como pes Mujeres,None,None
17611,009,No me digas,jaja asii,None,None
17617,011,Problems,"a mi me gustaba el vaguito, hasta que... ninguneo mi orientacion.",None,None
17618,005,Disaster Girl,solian ver los juegos del hambre  yo les puse en llamas,None,None
17619,012,Willy Wonka,Asi QUE ERES SOLTERA Y HACES LO que QUIERES DIME QUE SE SIENTE ESTAR EMBARAZADA Y NO HACES lO que qUIERES,None,None
17631,004,Bad Luck Brian,se toma una foto con su hermana pero el facebook las confunde,None,None
17632,012,Willy Wonka,asi ke no te gusta manosearte ke se siente cuando lo tienes dentro,None,None
17638,012,Willy Wonka,asi que rendis mañana y sientes que no sabes nada. . . yo tambien me siento asi.,None,None
17640,004,Bad Luck Brian,Va al simposium de cirugia maxilo facial no entiende que es un simposium,None,None
17645,009,No me digas,usooo!!! ahora y que es estrato 10 !!!!,None,None
17649,011,Problems,Estabamos hablando me dejo en visto,None,None
17653,013,Yao Wonka,que estoy bien solicitado pero nadie quiere cojer o sea que pedo?,None,None
17657,012,Willy Wonka,asi que piensas en el que se siente saber que nisiquiera sabe tu nombre,None,None
17665,008,Matias Prats,Y EN OTRAS NOTICIAS mamadas aterrorisan facebook,None,None
17672,004,Bad Luck Brian,le agarran el poto era trabuco,None,None
17679,013,Yao Wonka,Dime que se siente ver que le meten bala,None,None
17697,013,Yao Wonka,casarme yo...jaja ni empedooooo,None,None
17698,009,No me digas,chiguis que interesante,None,None
17707,005,Disaster Girl,me dijo te invito un cafe le dije si yo voy a tu casa a prepararlo...,None,None
17709,005,Disaster Girl,con que pia o lu c mueranse malditas!,None,None
17716,013,Yao Wonka,Asi que vas a hacer promocion Que se siente que tu pareja no sea maritza :3,None,None
17729,009,No me digas,NO jodas verdad,None,None
17735,001,Ancient Aliens,... avatars,None,None
17739,008,Matias Prats,y hoy en nuestras noticias diremos que este cojudo  es tras de bobo tonto y esas imagenes hay q risa mrk,None,None
17749,001,Ancient Aliens,solo hay una explicacion para tanto like bubis,None,None
17750,013,Yao Wonka,invita algo y te lo agradeceremos mas,None,None
17765,012,Willy Wonka,a que sabra eso que llaman guarapo ?????,None,None
17771,013,Yao Wonka,pos pos  si le entro,None,None
17774,008,Matias Prats,ULTIMAS NOTICIAS gHIINO MUERE POR WEON,None,None
17778,005,Disaster Girl,Me mando a la goma yo lo mande al cielo,None,None
17780,013,Yao Wonka,haci que te llamas liseth  Que se siente ser la mas vieja de mixturas,None,None
17781,010,Prepare Yourself,Brace yourself ¡¿como que no hay play4?! is coming,None,None
17790,012,Willy Wonka,ja ja severa ilusa  laura romero,None,None
17797,009,No me digas,parado de  pies,None,None
17804,012,Willy Wonka,"Asi que eres el Chino ""origel""",None,None
17806,008,Matias Prats,Noticias de ultimo minuto votan a daniela de mixturas,None,None
17813,006,Filosoraptor,SERA Q TENGAS WHATS APP?,None,None
17822,009,No me digas,Que tu mama que?,None,None
17828,006,Filosoraptor,javiiieraaa duermeeeeeee!,None,None
17839,010,Prepare Yourself,Preparaos pistiembre se aproxima,None,None
17842,006,Filosoraptor,alonso  no digas,None,None
17854,006,Filosoraptor,si el nuevo mas es trosko porque no esta en el fit?,None,None
17861,005,Disaster Girl,Tenia que entregar un test para mañana ya no,None,None
17864,004,Bad Luck Brian,TOCA EN UN CONCIERTO eCOLOGICO LE ROban el RADIO DE LA CAMIONETA,None,None
17866,005,Disaster Girl,habia tarea para mañana ya no,None,None
17873,004,Bad Luck Brian,Le dice chico malo borra su comentario,None,None
17877,012,Willy Wonka,asi que te gusta el rock / heavy metal cual es tu banda favorita?,None,None
17880,002,Annoying Gamer Kid,gaby hurtado se casara con un snickers,None,None
17886,004,Bad Luck Brian,VIENE CON TERNO PARA LA FOTO ES EL FOTOGRAFO,None,None
17897,004,Bad Luck Brian,LE PIDEN QUE VENGA CON TERNO PARA LA FOTO ES EL FOTOGRAFO,None,None
17898,004,Bad Luck Brian,llega con botas a la esap para la lluvia no llueve,None,None
17900,005,Disaster Girl,Tu ignoraste mi solicitud de amistad  y yo tus gritos de piedad,None,None
17904,003,Ay Si,Ay si! ay si! ay si! tengo un celular de 32 gb,None,None
17911,011,Problems,SE SUPONE QUE TE CAGE LA FOTO PERO ES MUY TIERNA,None,None
17916,006,Filosoraptor,magdiel es asi de estupido? o tiene una enfermedad mental,None,None
17918,013,Yao Wonka,LE DIO DURO MUUU,None,None
17920,004,Bad Luck Brian,le dice a su maestro .,None,None
17935,012,Willy Wonka,tenes helado que interesante,None,None
17940,003,Ay Si,yo no se nada... a mi me yebaron..¡¡,None,None
17941,013,Yao Wonka,Si noo  Weey,None,None
17943,008,Matias Prats,se hAN VISTO DIVERSIDAD DE MALOS CULIAOS EL VISTO RECIENTEMENTE SE HA DENOMINADO FRANCISCO ROCHA,None,None
17947,009,No me digas,Sera q ALEX se  salga del closet,None,None
17949,001,Ancient Aliens,. obreros,None,None
17954,013,Yao Wonka,Tan picada Y con un 1100,None,None
17967,004,Bad Luck Brian,mas confundido que los hijos de ricky martin en el dia de las madres,None,None
17971,005,Disaster Girl,Me dijo que le gustaba one direccion le gustaba,None,None
17974,012,Willy Wonka,oye si tu el plaga  se que eres belieber :3,None,None
17979,001,Ancient Aliens,... MURGOS,None,None
17983,009,No me digas,camino 3 kilometros que monserrat queeeeee,None,None
17990,001,Ancient Aliens,asi que te crees jholl dime que se siente tener todo eso,None,None
17994,009,No me digas,y que maaaas,None,None
17998,004,Bad Luck Brian,se consigue novia tiene una mosca en la nariz,None,None
18011,003,Ay Si,aY sI aY sI cOMO LAS BOMBAS VALEN 25.000 PESOS,None,None
18023,012,Willy Wonka,sabia que lo eras  muajajaj,None,None
18025,012,Willy Wonka,YA VEREMOS DENTRO DE POCO TIEMPO,None,None
18031,012,Willy Wonka,YA VEREMOS  TU VIDA,None,None
18039,009,No me digas,a111!!!! en serio,None,None
18069,004,Bad Luck Brian,TIENE TODA LA ACTITUD NO TIENE NI UN PESO,None,None
18084,010,Prepare Yourself,Brace yourself cousins to panama,None,None
18088,003,Ay Si,ay SI Y SI TODO POR QUE DIEGO YA NO TE QUIERE,None,None
18089,001,Ancient Aliens,sacaste 10? solo hay una explicacion.. aliens,None,None
18092,007,Futurama Fry,NO TE ESTOY ENTENDIENDO,None,None
18096,010,Prepare Yourself,Brace yourself cousins go to panama,None,None
18102,011,Problems,le dije que lo bannearian por modem tapping me bannearon por acc selling,None,None
18103,010,Prepare Yourself,Preparense Los comentarios del concierto de molotov ya vienen,None,None
18106,007,Futurama Fry,asi llevatela david,None,None
18124,006,Filosoraptor,pa eso fumas  angi,None,None
18125,003,Ay Si,AY SI AY SI  ERES GEY  Y TE ESCONDES DEBAJO DE UNAS PALABRAS CHIVO,None,None
18144,002,Annoying Gamer Kid,soy todo un gamer jajajajajaja,None,None
18146,009,No me digas,no me digas david,None,None
18148,007,Futurama Fry,un momento de refleccion escuchando regui,None,None
18150,012,Willy Wonka,yenia herrera  dIME QUE SE SIENTE NO SER BONITA &QUE TODOS SE BURLEN DE TI XD,None,None
18152,011,Problems,EstudiA mucho para que pases el examen Me la metio hasta el fOndo,None,None
18153,011,Problems,SEBA TENIA RAZON !!,None,None
18166,011,Problems,ya no quiero ir al rencuentro de promo porque flavio dice que no va ir!!!,None,None
18169,001,Ancient Aliens,pelu en ese momento  la tenia asi,None,None
18176,012,Willy Wonka,callate pendejo,None,None
18183,011,Problems,felix me dijo te amo paty pero debemos ser amigos,None,None
18184,013,Yao Wonka,xd xd,None,None
18187,011,Problems,felix me dijo te amo paty pero solo quiero tu amistad,None,None
18194,009,No me digas,como como,None,None
18195,013,Yao Wonka,..lo que tu no sabes.. que mañana tambien daran mondonguito  jaja,None,None
18196,008,Matias Prats,y en otras noticias deberiamos estar estudiando para das,None,None
18197,008,Matias Prats,y en otras noticias deberiamos estar estudiando para 2das,None,None
18198,001,Ancient Aliens,los de afrikaye son tas buenos que solo hay una explicacion..! alliens,None,None
18199,005,Disaster Girl,si sigues publicando webadas tu casa estara asi,None,None
18202,004,Bad Luck Brian,erin herrera LE DICEN BONITA POR LASTIMA,None,None
18205,013,Yao Wonka,ridicula la muy perra,None,None
18209,012,Willy Wonka,quien es el mejor cuñado tuuuuuuuuuuuuu,None,None
18216,003,Ay Si,Ay si solo veo notas musicales,None,None
18222,001,Ancient Aliens,.          edgar,None,None
18223,004,Bad Luck Brian,si las mujeres esperan un principe azul sera un pitufo?,None,None
18224,010,Prepare Yourself,Por todos los doctores que leyeron el mandell y ni madres entendieron infecto,None,None
18227,012,Willy Wonka,QUE TE DIO INFLUENZA? PA QUE CARAJO TE FUISTE PA LA VENTA DEL MADRUGADOR,None,None
18231,003,Ay Si,Yo no le di like me hackearon mi facebook,None,None
18234,009,No me digas,o por diossss.... pero que hermosa!,None,None
18235,003,Ay Si,ahi sii  ya no me molestes  voy a llorar,None,None
18240,011,Problems,HICE LA FILA EN WALMART YA NO HABIA LO QUE BUSCABA,None,None
18241,004,Bad Luck Brian,encuentra un trabajo inventario nocturno,None,None
18242,013,Yao Wonka,"Jajajajaja me sacastes una carcajaDa, Charles",None,None
18243,007,Futurama Fry,Shit just got REAL,None,None
18249,012,Willy Wonka,asi q tienes un bora nuevo y los mismos calzones del año pasado,None,None
18255,004,Bad Luck Brian,Labura 12hs cobra $3000,None,None
18268,001,Ancient Aliens,asi era de grande  su galaxy s3,None,None
18270,008,Matias Prats,en otras noticias ahora cagaremos el chat,None,None
18278,001,Ancient Aliens,. bolivianos,None,None
18281,001,Ancient Aliens,"soy un esceptico  pero creo en el peje, aliens, reptilianos, intraterrestres, nazis en la luna, conspiraciones, nuevo orden mundial, Iluminatis, chupacabras",None,None
18291,005,Disaster Girl,Ro,None,None
18296,004,Bad Luck Brian,tiene casa propia La vende,None,None
18304,011,Problems,perdoname por ser tan pendejo,None,None
18311,004,Bad Luck Brian,sale pronto de clase no pasa el camion hasta que los demas salen,None,None
18318,012,Willy Wonka,"QIIII ASES ""CASIMAS""",None,None
18319,012,Willy Wonka,desfilar si no estoy pendejo,None,None
18327,004,Bad Luck Brian,me gusta comer camote mientras juego al poker me atraganto y pierdo,None,None
18328,012,Willy Wonka,asi que se te rompio la faja del carro xq no llamas a hugo pa que te preste....cerote,None,None
18331,001,Ancient Aliens,"exelente historia le faltaron drogas, pero exelente historia",None,None
18338,007,Futurama Fry,mmm... no se si desir hola,None,None
18345,001,Ancient Aliens,que hermosa historia  deberia estar en la rosa de guadalupe,None,None
18346,009,No me digas,si te digo si te digo,None,None
18347,003,Ay Si,"Hay si, hay si Les digo tripones porqUe soy nutriologo",None,None
18353,003,Ay Si,hay si hay si  beto me ablo que feliz estoy,None,None
18367,011,Problems,TENGO QUE EMBARAZAR A MI NOVIA PERO NO TENGO,None,None
18370,004,Bad Luck Brian,Molesta a sus compañeros por su color esta mas negro que el carbon,None,None
18372,008,Matias Prats,ultima noticia se informa que perla vive perdidamente enamorada de beto,None,None
18376,012,Willy Wonka,JajaJajaJaja No pos wow!,None,None
18377,007,Futurama Fry,yameli.... solo pudrete!!,None,None
18379,011,Problems,"es demasiado tarde!! a bueno, entonces a beber hasta el agua de las matas",None,None
18384,004,Bad Luck Brian,se siente Guero esta mas negro que el carbon,None,None
18394,011,Problems,SE ROBARON MI MAPA PARA LA FIESTA Y TAMBIEN MI LUGAR,None,None
18398,011,Problems,Ya hice cuentas Me falta un 11 para pasar la materia,None,None
18403,011,Problems,cuando pedia que termine el ciclo no lo decia en serio,None,None
18406,006,Filosoraptor,El que? La rayita daniel juajua,None,None
18413,006,Filosoraptor,me preguntto si los chicos  les importaran mi foto de perfil   o mi  nombre *walter fernandez*  o_o,None,None
18416,004,Bad Luck Brian,VA A DESCAMBIAR DOLARES AL BANCO LO ATIENDE ORLANDO RODRIGUEZ,None,None
18427,006,Filosoraptor,si son testigos de jehova es porque ya lo han visto?,None,None
18430,008,Matias Prats,tu nivel de pendejo a superado los limites,None,None
18432,009,No me digas,no me digas y apenas te das cuenta?,None,None
18433,003,Ay Si,Hay ami no me engañas  Tu papa te manosea,None,None
18434,004,Bad Luck Brian,se alegra por que el dia de su cumpleaños es dia feriado   cae un sabado,None,None
18437,006,Filosoraptor,y si ataco a la torre por atras le saco critico?,None,None
18444,004,Bad Luck Brian,jimmy cabro ñaño cabro enrike cabro juanxito cabro,None,None
18447,011,Problems,ya empezo  con sus mamadas,None,None
18450,005,Disaster Girl,dicen que tenian mucho frio y les di calor!!!!! dicen que tenian mucho frio y les di calor,None,None
18455,012,Willy Wonka,Que se siente ser de sinaloa  Y sentirse chingona ariana,None,None
18460,005,Disaster Girl,mis vecinos eran testigos de jehova eran....,None,None
18461,012,Willy Wonka,Asi que mañana es viernes de quincena Dime que se siente no traer un peso el lunes,None,None
18470,011,Problems,dijo que le gustaba no se le paro en nuestra noche de bodas,None,None
18473,007,Futurama Fry,van mas de 60 comentarios hay algo mas que hacer?,None,None
18483,011,Problems,El plebe esta con la Otra  Mientras yo aqUi con mi att .tia edith,None,None
18486,013,Yao Wonka,y apenas se dio cuenta que pena,None,None
