,meme_id,plantilla,texto_no_tilde,text_1,text_2
53661,007,Futurama Fry,Me pide una pausa O me dice q no me alcanzara el tiempo,None,None
53666,003,Ay Si,Hay si hay si muy buenos,None,None
53676,006,Filosoraptor,Me pregunto si Al vale le pica el jopo??,None,None
53682,001,Ancient Aliens,diego trankilisate,None,None
53686,003,Ay Si,Ay si Toda una loca,None,None
53689,011,Problems,Estoy sufriendo,None,None
53697,004,Bad Luck Brian,"Escribe un recuerdo Piensan que esta en la ""lagarteada""",None,None
53699,009,No me digas,te bañaste? no!! estaba buscando a nemo en el baño,None,None
53702,005,Disaster Girl,CONTESTA EL CELULAR MIENTRAS CARGA NO PASARA NADA DECIAN .....DECIAN..,None,None
53709,003,Ay Si,AJ STYLES LLEGA A #WWE NADIE SE ACUERDA DEL TALENTO DE CESARO,None,None
53712,006,Filosoraptor,Luis para ti... Baratito 20 tickets ...jajaja,None,None
53714,003,Ay Si,Ay si  Ay si Mi yerna es cabezona,None,None
53719,008,Matias Prats,en otras noticias Mary rosales le partio la madre a Kiara ya no soporto dus imagenes,None,None
53721,006,Filosoraptor,me  pregunto porque   no  creceras,None,None
53726,007,Futurama Fry,cuando veo a luci en line en el wsp y no contesta,None,None
53727,010,Prepare Yourself,lautaro is coming,None,None
53728,004,Bad Luck Brian,soy el gay de yersonfloo chupo piga,None,None
53731,010,Prepare Yourself,plan lector is coming,None,None
53738,010,Prepare Yourself,preparaciones is coming,None,None
53745,007,Futurama Fry,Mju,None,None
53752,004,Bad Luck Brian,ya quisieras ser chele igual a yo,None,None
53754,011,Problems,Yarisel Por favor...,None,None
53755,004,Bad Luck Brian,lo castigan con imaginaria se duerme y se va a la orden,None,None
53762,008,Matias Prats,ramos allup ya no es noticia han ganado los gloriosos leones del caracas,None,None
53769,004,Bad Luck Brian,TERMINA CON SU GIL SE ENAMORA DE UNA POKEBOLA,None,None
53777,001,Ancient Aliens,cale       .,None,None
53780,013,Yao Wonka,Dicen que no son novios.. Picarones jijiji,None,None
53786,007,Futurama Fry,7 x 8= ????,None,None
53792,002,Annoying Gamer Kid,diego la tiene chiquitita,None,None
53794,001,Ancient Aliens,leman     .,None,None
53800,005,Disaster Girl,like si TUViste poderes de un juego osea infamous second son y no tuviste otra idea que probarlo en tu casa,None,None
53803,007,Futurama Fry,y si en realidad mis memes no le llegan...,None,None
53806,011,Problems,le hice memes a mi novia y... ni siquiera los ha visto,None,None
53811,006,Filosoraptor,si un cad. de tercero hace aseo a su espacio pierde liderazgo o estrellas?,None,None
53813,005,Disaster Girl,Dijo que no iria a la cena Porque estaba con alguien,None,None
53819,001,Ancient Aliens,SIMPLEMENTE MARIA,None,None
53820,005,Disaster Girl,la casa de ex de  mirian solterita y a la orden,None,None
53848,009,No me digas,No enserio!!!,None,None
53849,007,Futurama Fry,t tengo en la mira!,None,None
53858,005,Disaster Girl,Oscar ya te di la a prueba Pero cuando quieras repito,None,None
53860,005,Disaster Girl,Oscar ya te di la prueba Pero cuando quieras la repito,None,None
53868,006,Filosoraptor,el profesor mas chiro de la fca doctor moreano,None,None
53872,012,Willy Wonka,No es verdad que la U Es mas malo que pinilla tratando de meter un gol,None,None
53879,009,No me digas,Te e dicho Que no me importa,None,None
53893,012,Willy Wonka,CHE EMELEC ESTA EN ARGENTINA TRICAMPEON DE PRETEMPORADA PUES,None,None
53894,001,Ancient Aliens,"SOLO HAY UNA EXPLICACION LOGICA PARA ESTO ""PARIDAD""",None,None
53916,006,Filosoraptor,si nadie de aqui es inteligente quien carajos sube esto?,None,None
53917,008,Matias Prats,"y entre otras noticias La AN estrena nuevo film titulado ""trapitos al sol""",None,None
53920,008,Matias Prats,quienes son lo que se hacen los re boludos che me voy ha dormir no mentira me voy con loros y loras ha tomar algo,None,None
53921,003,Ay Si,"Hay si, hay si. .. Cuidence el oyito y vos carlos todo flojo lo tenes",None,None
53931,003,Ay Si,yo no se quien lo violo a diomar,None,None
53947,013,Yao Wonka,Dice Soani q c save La edad de Oro,None,None
53957,008,Matias Prats,nuevas noticias el leo se la come,None,None
53961,003,Ay Si,calmate n dire a nadie q eres gay,None,None
53973,006,Filosoraptor,si el hombre araña ? la mujer rasguña,None,None
53985,001,Ancient Aliens,Rocco,None,None
53991,007,Futurama Fry,Y nadie SABE NADA,None,None
53993,013,Yao Wonka,ASI QUE tu estas on call,None,None
53998,007,Futurama Fry,Que aras de cena Torta?,None,None
54001,009,No me digas,maria genova menos mal que rectificastee,None,None
54002,003,Ay Si,"Hay si, hay si Como me creo porque saque 10",None,None
54009,003,Ay Si,Ayy si hagamosle bulling a Cesar,None,None
54010,007,Futurama Fry,a mi tambien pero a quien,None,None
54018,006,Filosoraptor,Dejen dormir Mañana muleo temprano,None,None
54031,004,Bad Luck Brian,quiere ser ingeniero civil estudia auditoria,None,None
54035,012,Willy Wonka,Que se siente invertir 50 euros por pay pall en discogs Cuando Monikk se consigue a 5 soles en quilca??,None,None
54040,012,Willy Wonka,Cuando me gane el chance suplicaran que les de el ganador,None,None
54047,007,Futurama Fry,Ahora resulta Que conmigo no se puede hablar,None,None
54057,009,No me digas,vese prosoor hahahahaha,None,None
54063,006,Filosoraptor,Si car es carro y men es hombre E tonces mi tia Carmen es un transformer,None,None
54064,009,No me digas,lesvianas xd,None,None
54068,001,Ancient Aliens,te meto el huevo y asi t dejo el ollo...,None,None
54078,011,Problems,me dijo que tenia un apellido de actor de hollywood chucky,None,None
54083,011,Problems,noo te la creiste cabronasa,None,None
54097,013,Yao Wonka,ME ELIINAS XQ T COBRO QUE SE SIENTE SER INFANTIL Y MALA PAGA,None,None
54105,013,Yao Wonka,ME ELIINAS XQ T COBRO? QUE SE SIENTE SER INFANTIL Y MALA PAGA,None,None
54106,001,Ancient Aliens,q pasaria si los alien son humanos,None,None
54110,011,Problems,"""porque""no me toco monito en la escuela",None,None
54113,013,Yao Wonka,mira lo que me isistes por tus mamadas,None,None
54114,002,Annoying Gamer Kid,soy lau  y me gusta jugar minecraft soy vegetta 174,None,None
54120,004,Bad Luck Brian,sube memes al facebook sacan sus caletas xd,None,None
54125,012,Willy Wonka,Hola Me pasas tu watsApp,None,None
54140,009,No me digas,Interesante Dime mas,None,None
54142,003,Ay Si,Yo no fui Fue el,None,None
54148,001,Ancient Aliens,Kiero tu Kulito,None,None
54149,009,No me digas,german subio un video el viernes,None,None
54151,008,Matias Prats,en otras noticias rodolfo y gary se van a casar,None,None
54152,001,Ancient Aliens,Kiero tu kulito,None,None
54153,004,Bad Luck Brian,!joel kiere numeros !,None,None
54157,006,Filosoraptor,Si un pie lastimado te enoja Te lastimo el otro y te alegras?,None,None
54158,009,No me digas,asi hijo de putta,None,None
54159,007,Futurama Fry,Como le digo a Dina... Que el bagre hiba frito y no en salsa,None,None
54171,002,Annoying Gamer Kid,"la ""sociedad"" no ha podido conmigo",None,None
54176,001,Ancient Aliens,los aliens me violaron y ahora soy parte de los aliens,None,None
54177,004,Bad Luck Brian,kelvin menestra quieres destramparme el mazo,None,None
54178,011,Problems,mejor apuñalame duele menos,None,None
54179,009,No me digas,CHIRRI VEZ A DORMIR 11:46PM,None,None
54185,012,Willy Wonka,EMM...,None,None
54186,012,Willy Wonka,asique te gusta pancho gorda... veamos que dicen los del grupo.,None,None
54187,013,Yao Wonka,"NO, MEJOR NO",None,None
54188,001,Ancient Aliens,eddie,None,None
54190,005,Disaster Girl,Ahi vivian los que asaltaban por mi casa VIVÍAN,None,None
54191,005,Disaster Girl,asi que compraron rosca de la comer,None,None
54193,005,Disaster Girl,dijo que compro rosca de en comer,None,None
54195,004,Bad Luck Brian,LE COQUETEA ¡LUEGO SE ENFADA PORQUE ES GAY!,None,None
54196,013,Yao Wonka,esta luisa dios mio,None,None
54198,012,Willy Wonka,que la asistente odalis del palacio 13 es tranquila jque no la han visto revuelta es se duerme alas 4 de la mañana y no sabian amigos de Fam,None,None
54199,005,Disaster Girl,dijo que compro rosca en comer,None,None
54200,005,Disaster Girl,dijo que compro rosca en la comer,None,None
54202,004,Bad Luck Brian,hacen pelicula nueva de star wars usa el font de he,None,None
54214,011,Problems,me toco el mono a hacer tamales,None,None
54216,011,Problems,RETIRATE DEL FUTBOL HIJO MIO Y HARAS BIEN AL MUNDO,None,None
54217,007,Futurama Fry,Me parece que no Estas durmiendo,None,None
54237,007,Futurama Fry,Se quejan y se quejan ya Quiero ver que no Coman arrachera,None,None
54259,004,Bad Luck Brian,mauro mendoza ven chupame el pico mejor jajaja,None,None
54262,003,Ay Si,yo no se,None,None
54263,006,Filosoraptor,si un nene nace con retraso es obligatorio ponerle agustina perretta?,None,None
54268,008,Matias Prats,nuevas noticias el luis se la come,None,None
54271,012,Willy Wonka,que se ganaran un viaje a roatan por ser la mejor ni que fueran Odalis del palacio 13 un viaje para su casa es que se van a ganar jaja,None,None
54274,001,Ancient Aliens,Iris,None,None
54276,001,Ancient Aliens,Asi de grande es el Pedorron de la peke,None,None
54284,001,Ancient Aliens,Asi de grande La tenia,None,None
54297,003,Ay Si,Hay hay Porfavor,None,None
54300,012,Willy Wonka,Joseph Hace bulling,None,None
54319,008,Matias Prats,comunico que Odalis Hernandez no deja dormir a su familia a causa de su risa espantosa! saquenla a dormi a la calle esta mujer se duerme alas 5 que barbaridad!!,None,None
54321,007,Futurama Fry,Frecuencia respiratoria del paciente? 18,None,None
54331,011,Problems,Yo solo queria que Belarmino Padroteara a mi criatura,None,None
54333,006,Filosoraptor,Y entonces pense al respecto,None,None
54335,011,Problems,depresion nivel: no me dieron regalo de reyes.,None,None
54339,012,Willy Wonka,Que haces despierto a esta hora?,None,None
54341,006,Filosoraptor,Y entonces pens.!! Se querra casar conmigo?,None,None
54348,013,Yao Wonka,Y porque no juegan A las escondidas.,None,None
54350,011,Problems,Tu despues de ver el video,None,None
54356,013,Yao Wonka,mi cara cuando trata de darme celos con un feo,None,None
54358,004,Bad Luck Brian,Se saca un 65 en cipol congela,None,None
54361,012,Willy Wonka,YO ME ENCARGO DEL GRUPO,None,None
54362,011,Problems,Un like Por las pendejas cojudas,None,None
54375,012,Willy Wonka,¿que SERIA DE USA? sin emigrantes....pobres gringos aun no valoran a quienes loa han ayudado tanto.,None,None
54381,012,Willy Wonka,¿que seria de usa sin emigrantes? aun no valoran a quienes les an ayudado a crecer,None,None
54383,008,Matias Prats,En otras informaciones Jerry busca su leche,None,None
54388,012,Willy Wonka,Tranquila mama Hoy tengo cierre,None,None
54389,011,Problems,porque? las drogas,None,None
54404,003,Ay Si,Ay si Como no,None,None
54405,001,Ancient Aliens,Tu estupides Es enorme,None,None
54425,012,Willy Wonka,no me vaya a salir joto a ultimas eee??,None,None
54427,012,Willy Wonka,Que se siente tener Un futuro esposo con yo?,None,None
54429,012,Willy Wonka,Que se siente tener Un futuro esposo como yo?,None,None
54431,006,Filosoraptor,Nadie mas me hace feliz Que como Adriana lo hace..!!!,None,None
54447,006,Filosoraptor,Si Ivan deja de ser popu Explota el mundo?,None,None
54458,008,Matias Prats,a mi compañero le dijieron que me dijo a mi que le dijiera que me viole a tu hemana a su hemana y a su mama y a su prima como tambien estaba su tia,None,None
54461,007,Futurama Fry,No se si me comi 2 rebanadas O toda la rosca,None,None
54462,010,Prepare Yourself,Mi nombre es jeovany Y soy alcoholico,None,None
54468,004,Bad Luck Brian,"Vende Tarjetas de ""YU GHI OH"" ROBADAS lO Descubren en el acto",None,None
54475,005,Disaster Girl,le adverti que no ser MRK no seria bueno,None,None
54476,003,Ay Si,a rriba las manos ni modo que los pies,None,None
54477,007,Futurama Fry,Ya se acabaron las vacaciones? Pa k kieres saber eso jaja saludos,None,None
54483,003,Ay Si,Ay si Ahora si estoy nervioso.,None,None
54486,011,Problems,ESE MONSTRUO NO AGUANTO MAS QUE VA DE COPA EN COPA,None,None
54490,012,Willy Wonka,eSe fresquito que se siente... cuando te enteras que el que te la hizo.. le hicieron la misma,None,None
54491,001,Ancient Aliens,NO SEAS PENDEJO,None,None
54495,001,Ancient Aliens,NO SEAS PENDEJO ILUMINATI PRIMERO INFORMATE,None,None
54502,003,Ay Si,GAYYYY Y alero voltea,None,None
54506,006,Filosoraptor,Y me hacen que me ponga a pensar. Porque dicen eso?,None,None
54507,006,Filosoraptor,Y hacen que me ponga a pensar. Porque dicen eso?,None,None
54509,006,Filosoraptor,Y hacen que piense en el Porque dicen eso? :(,None,None
54510,006,Filosoraptor,Y hacen que me ponga a pensar. Porque dicen eso? :(,None,None
54511,005,Disaster Girl,en el colegio me dice que pokemon es viejo y les envie a charizard,None,None
54525,004,Bad Luck Brian,dice que fue firme con la toma del 2013 admite que solo fue a tomar,None,None
54526,009,No me digas,oye tu eres hombre no me digas,None,None
54529,007,Futurama Fry,no mammesss ya estan ko el pedorro parriva,None,None
54551,012,Willy Wonka,Como todo un Caballero,None,None
54554,001,Ancient Aliens,COMO TE DESIA BENYI CHUPAME EL PENE,None,None
54556,008,Matias Prats,Sres y sras Hoy es el dia de 0 errors en bacula!,None,None
54568,010,Prepare Yourself,PA ESO ME GUSTAVAS SARNOSO 2,None,None
54569,001,Ancient Aliens,Marotta,None,None
54571,005,Disaster Girl,yo en casa de mi ex,None,None
54580,001,Ancient Aliens,Maho,None,None
54584,011,Problems,Hola Hola,None,None
54585,006,Filosoraptor,"Nadie,nunca pierde su vida Hasta que muere :'u",None,None
54593,007,Futurama Fry,"¿700 policias, helicoptero, una gobernadora, una ministra de seguridad, un jefe de seguridad, un secretario de seguridad, y los profugos en la casa de la suegra....DOSBECES?",None,None
54608,008,Matias Prats,PP y PSOE crearan gobierno Cuando los de nakamas pongan fecha pa la cena,None,None
54614,001,Ancient Aliens,orks,None,None
54617,011,Problems,Dijo k no ariamos nada Y me la metia seca,None,None
54628,008,Matias Prats,que es lo que realmetne quieren,None,None
54632,008,Matias Prats,Permiteme que insista Pero eres un manco,None,None
54634,008,Matias Prats,que es lo que realmente quieren,None,None
54638,001,Ancient Aliens,Asi eran las piedras que le tiraban los del barcelona al español pique y suarez los primeros,None,None
54646,011,Problems,"AY SI, AY SI, SE VINO EL FRIO, VOY A UNA FIESTA CON UN VESTIDO QUE ME COSTO 500 DOLARES me vino la regla",None,None
54655,007,Futurama Fry,Not sure if mad or just trolling,None,None
54656,001,Ancient Aliens,Agarrenme Este pedazo,None,None
54675,003,Ay Si,ay mira no lo dejan dormir al panzon,None,None
54687,007,Futurama Fry,Eso es un weon meando O un letrero.......,None,None
54688,004,Bad Luck Brian,Prepara una viaje al sur de Chile Llega a Rancagua,None,None
54689,013,Yao Wonka,Estos juran q voy a ocupar Esa wea de chaleco ql.......,None,None
54698,007,Futurama Fry,NO SE SI ES SABOM O MAGA,None,None
54699,003,Ay Si,ay si ! ay si ! mañana comienzo la dieta,None,None
54705,008,Matias Prats,"llego, te vio, te abandono no hay quien te aguante",None,None
54716,003,Ay Si,Otra vez se tapo el baño de los hombres Yo no hago caquita desde que llegue,None,None
54718,011,Problems,Quiero un helado Ya no quedan de los rojos,None,None
54721,004,Bad Luck Brian,hola soy guapo???,None,None
54722,007,Futurama Fry,No se si estan avisando que va a empezar el culto O que llego el pan,None,None
54740,004,Bad Luck Brian,Va pasando afuera del casino Termina ayudando a armar una carpa,None,None
54743,011,Problems,FALTAN TRES DIAS PARA REINCORPORARME A MI CHAMBA,None,None
54747,001,Ancient Aliens,La plata,None,None
54749,011,Problems,Me dijo entrale por arriba 0%,None,None
54752,004,Bad Luck Brian,Es el 1 Ataca al ultimo por botin,None,None
54755,001,Ancient Aliens,Tu nivel de pajuo es asi de grande,None,None
54756,010,Prepare Yourself,prepare yourself venta de brevas is coming,None,None
54769,006,Filosoraptor,DICEN SER CUATES PERO  Y EL GORI?,None,None
54772,007,Futurama Fry,No se si lo ha pillado O es tan sutil que no lo pille,None,None
54779,009,No me digas,que tienes novio? haber cuanto te aguanta,None,None
54783,009,No me digas,"que tienes novio? sera como tu, normal seguro que no",None,None
54784,005,Disaster Girl,This is what happens.. ...when you pissed off an anesthetist,None,None
54785,009,No me digas,¿que tienes novio? ¿real o virtural?,None,None
54788,009,No me digas,mami me quiero ir a quedar con mi pololo no me digas...,None,None
54792,003,Ay Si,HAY SI.. PROMO TODOS DICEN SI Y A LA HORA NADIE VA,None,None
54796,004,Bad Luck Brian,Arma un equipo de soporte legendario Se queda afuera en la segunda etapa,None,None
54798,008,Matias Prats,Buen dia grupo,None,None
54801,009,No me digas,no me digas encerio,None,None
54804,001,Ancient Aliens,tu lo dejas todo para el dia s madres,None,None
54808,012,Willy Wonka,Asi que piensas que Reñaca es lo maximo? Dime que se siente no tener idea de las playas en Chile,None,None
54809,004,Bad Luck Brian,Es programador desde que nacio Y no sabe programar un robot para que siga una linea,None,None
54813,011,Problems,Me enamore del pereyra Y me salio guey,None,None
54815,004,Bad Luck Brian,hola mundo,None,None
54828,010,Prepare Yourself,Me preparare para la respuesta De la amiga q nunca pierde,None,None
54832,010,Prepare Yourself,Solo queda esperar que se levante y vea la imagen Para que empieza la guerra,None,None
54839,007,Futurama Fry,No se si todos estan ocupados O yo soy el desocupado,None,None
54840,008,Matias Prats,Me debes una cerveza Y LO SABES,None,None
54844,005,Disaster Girl,No paso por alicia ni puso ticket,None,None
54845,005,Disaster Girl,NI paso por alicia ni puso ticket,None,None
54848,012,Willy Wonka,para que haces las cosas si despues no sabes que hacer,None,None
54854,001,Ancient Aliens,worldwide_techno what? worldwide_techno,None,None
54860,001,Ancient Aliens,asi de grande es la boludez que dijo este Gor,None,None
54891,003,Ay Si,asi eres tu cuando la seño te regaña,None,None
54894,007,Futurama Fry,Mmm no se si invitar al gonzo O al pato benavides,None,None
54896,012,Willy Wonka,gfdc vvg,None,None
54903,003,Ay Si,cuando tu mama pregunta quien fue,None,None
54907,012,Willy Wonka,¿Asi que escribes con libertad?? ¿Que se siente ser esclavo de tu celular?,None,None
54909,006,Filosoraptor,si comparto todas las imagenes de billetes tendre mas plata que farkas?,None,None
54916,001,Ancient Aliens,ASUS,None,None
54920,007,Futurama Fry,y donde se abra metido ....julito....,None,None
54926,001,Ancient Aliens,worldwide_techno what? Just listen and get crazy,None,None
54927,007,Futurama Fry,Esta publicacion llegara A mas de 1000 likes??...,None,None
54933,011,Problems,"el solo de rebelion me la pela, mi seccion esta pendeja pero que placerr",None,None
54934,012,Willy Wonka,¿asi que Te crees los memes de jose? a ver ¿Dime quien crees que los comenzo a publicar?,None,None
54937,002,Annoying Gamer Kid,tia cuanto cuesta playstation 3 y 4,None,None
54950,007,Futurama Fry,"No se si estamos a invierno, verano, primavera u otoño",None,None
54952,006,Filosoraptor,si macri pasa la federal a caba de que sirve la metropolitana?,None,None
54959,003,Ay Si,Ay hablo la juiciosa,None,None
54963,006,Filosoraptor,si martiniano molina despide gente para achicar el gasto publico los de subirse el sueldo a 122mil fue porque va a invertir en el mismo?,None,None
54973,001,Ancient Aliens,porque la gent festeja la navidad si santa no existe REGALOS,None,None
54981,012,Willy Wonka,"vos, yo, un pto pensalo",None,None
54982,007,Futurama Fry,si burro tenia una esposa dragon quomo iso para tiner ijos,None,None
54985,010,Prepare Yourself,Brace yourselves Chorizo de cantimpalo is coming,None,None
54988,006,Filosoraptor,si ase mal picotear ala ñoche por que carajos le colocan lus ala eladera,None,None
54993,001,Ancient Aliens,"si Aliry es lesbiana,x q le gusta tanto un guevoo."" simple. ninfomana",None,None
54996,004,Bad Luck Brian,Llega 3 hrs antes al aeropuerto Pierde el vuelo,None,None
54997,004,Bad Luck Brian,Llega 3 horas antes al aeropuerto pierde el vuelo,None,None
55002,003,Ay Si,ay que miedo me das mira como tienblo,None,None
55004,012,Willy Wonka,como se sien tener celular caro icete rronpa,None,None
55006,012,Willy Wonka,como se sien tener celular caro icete ronpa,None,None
55008,009,No me digas,mira vos asi que papelitos? te van a llenar el toto de papelitos!!,None,None
55014,009,No me digas,No te puedo creer Carlos editando memes,None,None
55017,008,Matias Prats,En otras noticias la felicidad del joven henry Es gracias a la señorita mishel,None,None
55021,003,Ay Si,"AY SI, AY SI, SE VINO EL FRIO, VOY A UNA FIESTA CON UN VESTIDO QUE ME COSTO 500 DOLARES Y PARA TAPARME DEL FRIO ME PONGO UNA CHAMARRA CORRIENTONA",None,None
55031,007,Futurama Fry,si preguntan entro en asistoliA,None,None
55041,012,Willy Wonka,Asi que tienes sub grupo de tu grupo de whatsapp? Que malota!,None,None
55042,002,Annoying Gamer Kid,asi te ves tu jugando al play,None,None
55046,005,Disaster Girl,Estoy pensando ultimamente Cositas feas,None,None
55054,001,Ancient Aliens,Estan hablando de bitcoins!,None,None
55055,012,Willy Wonka,con que copiando estados johanita,None,None
55060,006,Filosoraptor,cuando un testigo de jehova muere y va al cielo sera que san pedro lo recibe o tambien se encondera?,None,None
55061,004,Bad Luck Brian,Que mas si fuera atractivo!,None,None
55071,007,Futurama Fry,Mmm...12 de Dust... ...porque no nombran los premios?,None,None
55076,004,Bad Luck Brian,Ve todas las series No ve breaking bad,None,None
55081,007,Futurama Fry,Mmm...12 dias de Dust... Y sin nombrar de los premios,None,None
55088,001,Ancient Aliens,Jessenia,None,None
55090,004,Bad Luck Brian,Orlando Diaz ya cumple el pacto por la transparencia con la familia Cavelier entregandole nuestra agua para su industria de la alqueria,None,None
55093,005,Disaster Girl,suscribete o esto te pasara a ti,None,None
55094,012,Willy Wonka,todo es posible si tenemos fe en CRISTO,None,None
55096,008,Matias Prats,nano   tete este es nuestro año,None,None
55101,008,Matias Prats,en huelga los niños de lluvia de letras la culpa es de Izaskun,None,None
55107,011,Problems,ya estan peleando estos qls!,None,None
55108,008,Matias Prats,en huelga los niños de lluvia de letras por lo visto la culpa es de Izascun,None,None
55109,008,Matias Prats,en huelga los niños de lluvia de letras por lo visto la culpa es de Izaskun,None,None
55110,011,Problems,Macho no me kiere Hacer Mi cafe,None,None
55126,006,Filosoraptor,Que estara pasando Que estos primos no comentan,None,None
55128,008,Matias Prats,indignacion en vila,None,None
55129,001,Ancient Aliens,a este gordo le falta,None,None
55137,001,Ancient Aliens,MATCHMAKING,None,None
55141,001,Ancient Aliens,Chelas,None,None
55150,008,Matias Prats,gracias a gobierno del estado Las demandas del steuaq seran resueltas con cemento y arena,None,None
55155,007,Futurama Fry,No se si en la muni me tienen para el webeo O soy muy rico y me quieren ver seguido,None,None
55162,002,Annoying Gamer Kid,chau me voy a jugar el sega,None,None
55163,009,No me digas,Te entro como al Pritteau CHIQUITA!!!!!,None,None
55171,001,Ancient Aliens,cuando james hace algo que parece imposible. alien,None,None
55174,006,Filosoraptor,SI ME CAMBIO A BITEL TENGO EL DOBE DE BENEFICIOS?,None,None
55183,005,Disaster Girl,antony voy a quemar tu casa Xd,None,None
55202,008,Matias Prats,"Esos dinosaurios son como Maria Sarmiento Al ir a defecar, se los llevo el viento",None,None
55211,013,Yao Wonka,mi corazon late por ty como cuy en saquillo.!!,None,None
55215,003,Ay Si,muy enojado esta maburro x q pusieron en ;la basura las fotos del muerto.ya no podra fanatizar+pen?,None,None
55217,007,Futurama Fry,Creo que tu poto me pertenece,None,None
55229,006,Filosoraptor,un pionono es un pajaro abuelo??,None,None
55239,008,Matias Prats,Mañana se terminan las Vacaciones escolares.,None,None
55246,003,Ay Si,Hay si hay si mi tata el efra,None,None
55248,003,Ay Si,hay  si ami que me busquen!!!! yo no me comi al muñeco.....,None,None
55252,012,Willy Wonka,Te quedaste esperando Que los reyes te trajeran la casa dectus sueños?,None,None
55254,013,Yao Wonka,Un aplauso para aquellos heroes Que tuvieron que ir a la escuela el primer dia,None,None
55261,005,Disaster Girl,señorita pedagoga vuevame a dejar mal con la jefa,None,None
55262,005,Disaster Girl,señorita pedagoga vuevame a dejar mal con la jefa !!!!,None,None
55264,003,Ay Si,bueno bueno,None,None
55265,012,Willy Wonka,¡uy si! sobre todo eres muy guapo. ¿Quien te escribio el post? ¿Tu abuela?,None,None
55266,012,Willy Wonka,"ENTONCES,",None,None
55267,008,Matias Prats,ULTIMO MINUTO KIKIN EN PLANILLA,None,None
55271,012,Willy Wonka,En serio creiste que los reyes Te traerian la casa de tus sueños?,None,None
55297,006,Filosoraptor,Cuando piensas A quien vas a comer,None,None
55302,007,Futurama Fry,NO SE SI ES CHAD SMITH,None,None
55306,007,Futurama Fry,NO SE SI ES CHAD SMITH O WILL FERREL,None,None
55316,009,No me digas,Ya te acabaste el quita penas Cuquis?,None,None
55321,008,Matias Prats,hasta ahora  quien No ha hechado su primer polvo del año,None,None
55323,013,Yao Wonka,Si fuera ustedes lo busco y le rebo a joel :V,None,None
55325,008,Matias Prats,HASTA AHORA NO hemos hechado el primer polvo del año,None,None
55349,008,Matias Prats,Este negro sigue publicando mamadas,None,None
55356,009,No me digas,Que!!! No se cansan de metir en el maraton guadalupe reyesy tener soportarlos todo el año,None,None
55360,001,Ancient Aliens,estudiantes es muy grande,None,None
55368,008,Matias Prats,y en lo que va del 2016 Jair murio,None,None
55374,011,Problems,me mato la metio bien adentro toda entera toda la noche,None,None
55377,001,Ancient Aliens,Esta mañana cague un zurullo asi de grande,None,None
55378,001,Ancient Aliens,the idea for president CAME FROM ALIENS,None,None
55384,011,Problems,LE DIJE DE IR A LAS REBAJAS... ...ME LLEVO A URGELL150,None,None
55386,003,Ay Si,Legislative has 435 members. Hor has 100 members,None,None
55394,013,Yao Wonka,Si fuera ustedes lo busco y lo atraco :V,None,None
55396,012,Willy Wonka,Y tu lo sabes,None,None
55407,001,Ancient Aliens,En el waka ho hay como mi morcilla asi de grande,None,None
55410,012,Willy Wonka,No quieres hacer tu tesis que se siente saber que te destazaran en la presentacion,None,None
55432,012,Willy Wonka,y dizque no ganaban sin mi? excuseme de nuevo,None,None
55437,009,No me digas,ASI NO ME DIGAS,None,None
55440,013,Yao Wonka,no  cruel and unusual punishment,None,None
55452,001,Ancient Aliens,Era asi de grande La extrañas?,None,None
55458,011,Problems,ese momento en que TE ARREPIENTES DE HABER PUESTO TANTOS ADORNOS DE NAVIDAD,None,None
55461,008,Matias Prats,"informando desde san pincho siwar sigue con la soga, pero ahora esa soga es pura fuerza!!",None,None
55464,008,Matias Prats,VOLVEMOS CON EL CASTRE CONTRA EL NINI,None,None
55493,002,Annoying Gamer Kid,como ve el papa al francisco,None,None
55506,013,Yao Wonka,Mervin asi que tienes Un DESGARRITO anal,None,None
55509,008,Matias Prats,Permiteme que insista Solo 2 minutos mas,None,None
55517,008,Matias Prats,SIGO ESPERANDO A QUE MANDEN EL PORNO,None,None
55530,008,Matias Prats,Y en otras noticias al Roy no le dieron su pollito,None,None
55536,012,Willy Wonka,Asi que tu colegio es mejor que el cam ¿Que se siente haber entrado el 7?,None,None
55547,004,Bad Luck Brian,Cuando veo a mi primo hablando con una chica,None,None
55557,011,Problems,me dijo que me veia mas hermosa pero dice que extraña a mi amiga,None,None
55558,011,Problems,Mi paciente  vino pero le tuve que pagar toda su ficha,None,None
55566,006,Filosoraptor,si a los animales domesticos se les da concentrado a los animales salvajes se les da distraido,None,None
55581,009,No me digas,"SANTOS,¿EN QUE PIEDRA ESTA ESCRITO EL NO AUMENTO DEL IVA?",None,None
55585,012,Willy Wonka,Dime ¿Que se siente ver los trailers de High rise y the night manager?  THMEX,None,None
55590,009,No me digas,No me digas Que te dio en la arepa DJ....,None,None
55598,004,Bad Luck Brian,sale 2° EN EL MUNDIAL DE CLUBES TERMINA EN EL PUESTO 9°,None,None
55599,009,No me digas,ohhhh descubri que el cielo es azul,None,None
55602,011,Problems,"¡¡¡este año se trabaja mas!!! 29 de febrero, 1 de mayo, y 25 diciembre SOn lunes y se trabaja",None,None
55605,005,Disaster Girl,MIS VECINOS ERAN DE RIVER ERAN...,None,None
55622,010,Prepare Yourself,simplemente me canse de seguir los suenos de otros,None,None
