,meme_id,plantilla,texto_no_tilde,text_1,text_2
24933,013,Yao Wonka,Que interesante sigan!!! sigan!!! Que yo nada mas leo,None,None
24934,011,Problems,Me mentiste!! Te llevaste mi sobre,None,None
24940,007,Futurama Fry,este miquel que mrd,None,None
24942,006,Filosoraptor,DON´T HESITATE AND KEEP TRYING,None,None
24952,006,Filosoraptor,en fnaf si te quieren meter un un traje porque no lo cierran la puerta de el cuarto de partes,None,None
24953,007,Futurama Fry,Y SI TE BOLETO LA FOTO ESO ME HARÍA UN MALOTE,None,None
24972,001,Ancient Aliens,Mujeres,None,None
24974,004,Bad Luck Brian,Ff Ghg,None,None
24976,003,Ay Si,yo no se yo no se yo no seeeeee,None,None
24978,004,Bad Luck Brian,Se esfuerza para impresionala en la cita Lo dejan plantado,None,None
24981,008,Matias Prats,en otras noticias paul necesita atencion,None,None
24985,001,Ancient Aliens,BRincolines,None,None
25001,004,Bad Luck Brian,Va al gym para adelgazar queda embarazada,None,None
25002,008,Matias Prats,Catastrofe en todo chile Y chantacam aun no se va,None,None
25050,008,Matias Prats,"Noticia de ultimo minuto paisana jacinta, nueva trabajadora de Starbucks",None,None
25058,011,Problems,Sirena Vasquez TE AMOOOO de: Lokitho Sin Rumbo,None,None
25059,001,Ancient Aliens,LA FORTUNA DE FELIX BAUTISTA?? solo los extraterrestres pueden explicarla,None,None
25064,007,Futurama Fry,DEJJJAAME!,None,None
25068,003,Ay Si,te cres mucho con tu cigarro de amentiras,None,None
25074,008,Matias Prats,en otras noticias gente irresponsable en la v region,None,None
25079,001,Ancient Aliens,unos cuernos de este tamaño!,None,None
25088,009,No me digas,si si como te creo,None,None
25089,001,Ancient Aliens,mi amigo angelo es tan pequeño q es de este tamaño,None,None
25091,003,Ay Si,AY SI AY SI ME CREO PK TENGO UNA MKC,None,None
25092,001,Ancient Aliens,A los equipos chicos... les queda mas sencillo...,None,None
25101,008,Matias Prats,noticia del momento el viernes 10 de abril junte del grupo,None,None
25103,008,Matias Prats,Eres un pope Y lo sabes...,None,None
25108,001,Ancient Aliens,aveces kisiera ir al tropiko todos los domingos para verle esas pinshes nalgotas a maru pero luego me acuerdo k se pone fresa y se me pasa,None,None
25109,009,No me digas,enserioooo,None,None
25112,008,Matias Prats,noticias del dia!! black le gano a primigenios y no le puede ganar a un simple uber,None,None
25117,005,Disaster Girl,maiete antonela y los fosforos?,None,None
25119,010,Prepare Yourself,Doom esta cerca y hablara de politica,None,None
25128,005,Disaster Girl,maite antonela y los fosforos ?,None,None
25130,007,Futurama Fry,me estas tratando de decir que el agua esta mojada?,None,None
25139,011,Problems,ivy ya vas a empezar?!,None,None
25145,003,Ay Si,"HAY SI HAY SI, TE ACUSO DE PRIÍSTA Y ME VOY CORRIENDO EN MIS CAMIONETAS BLINDADAS",None,None
25150,009,No me digas,Esta historia me esta volvieno loco De quien hablamos ahora,None,None
25152,005,Disaster Girl,ya sabes papito edwin siempre me porto bien,None,None
25153,003,Ay Si,TODOS MIENTEN MENOS MICHELLE,None,None
25155,011,Problems,nos dijo que ibamos a pistear prefirio invitar a la marisela,None,None
25157,011,Problems,me dijo k la decotaron¡¡¡¡¡¡,None,None
25160,004,Bad Luck Brian,le toma foto a los apuntes de la pizarra tenia la camara con resolucion minima,None,None
25168,011,Problems,habraham Meneses ahora resulta que eres gay que desepcio,None,None
25169,012,Willy Wonka,Con que trabajas para consorcio? Dime que se siente que no te paguen,None,None
25197,008,Matias Prats,"Lanzaron una bomba en el cementerio no hubo heridos , solo muertos",None,None
25201,005,Disaster Girl,maytte antonella y los fosforos?,None,None
25209,006,Filosoraptor,si dice que se va casar xk sigue buscando trios?,None,None
25210,011,Problems,Yo lo que no queria era ver jugar a pedro,None,None
25218,011,Problems,LE VENDI TABLEROS PERO NO LE OFRECI LOS HERRAJES,None,None
25220,007,Futurama Fry,tu nivel de estupides es sorprendente flavio,None,None
25223,004,Bad Luck Brian,Era progrmadora .Net jr Termina siendo su lider,None,None
25226,006,Filosoraptor,Con un te de cogollos pegara mas la plantis?,None,None
25252,005,Disaster Girl,ESO PASA POR JUGAR A COUNTER,None,None
25253,009,No me digas,¿ que es eso... ? eso existia....,None,None
25255,007,Futurama Fry,se me asr qe tu eres puñal diego si eres puñal,None,None
25264,009,No me digas,Nome digas,None,None
25271,009,No me digas,bobo enserio,None,None
25276,003,Ay Si,yo no se a mi me dijieron qe eres joto huevo,None,None
25286,001,Ancient Aliens,puede que tengas pendejes cronica,None,None
25298,003,Ay Si,se tira un peo en la sala y se hace el weon,None,None
25302,009,No me digas,no si no me molesto,None,None
25306,001,Ancient Aliens,y vendran cosas peores dice la biblia,None,None
25307,010,Prepare Yourself,quiero estar contigo paola dame una oportunidad te amo demasiado dame una oportunidad paola aria todo  lo que me dijas por que te amo,None,None
25309,001,Ancient Aliens,seguro eres de chivay,None,None
25313,003,Ay Si,estoy enferma dices para todo el dia en fb,None,None
25314,001,Ancient Aliens,Ya sabes a donde meterte esa mano,None,None
25326,009,No me digas,negro eso es... interesantee,None,None
25328,003,Ay Si,AY SI AY SI AMIGUIS JOSE TE INFORMO QUE HOY RECIBÍ TU OC,None,None
25329,003,Ay Si,Hay si hay si Me creo mucho porque quiero pertenecer a la familia Apolinar.,None,None
25340,011,Problems,hay maria que triste.,None,None
25342,005,Disaster Girl,aun te quedan ganas de anotarme en tu libro....,None,None
25344,003,Ay Si,yo se que te gusta guber pero no me quieres decir,None,None
25346,001,Ancient Aliens,angelo tiene una trnpota,None,None
25347,003,Ay Si,hay no ya se puso cabron,None,None
25352,001,Ancient Aliens,si te metiera la de este tamaño q tengo,None,None
25356,005,Disaster Girl,"dijo que no chateaba con otra pero mi alumna me presto su face y mira como quedo su caso , ya no chateara mas!!",None,None
25362,011,Problems,esque esque mi prima Carmita no puede ir al cine,None,None
25364,010,Prepare Yourself,¡PREPARAOS! Las llamadas de celso se acercan,None,None
25381,003,Ay Si,Ay si si sueñan con la 15 Y pierden con el Dep Quito,None,None
25390,004,Bad Luck Brian,me ziento malote Con ezte jerzey,None,None
25397,001,Ancient Aliens,PANCHIS,None,None
25399,004,Bad Luck Brian,a una partida de ganar la promo sale ultimo pick,None,None
25402,001,Ancient Aliens,a mi hermana le gusta asi de grueso....,None,None
25405,004,Bad Luck Brian,SE CHIVA A TAMARA SE LO COME,None,None
25408,004,Bad Luck Brian,no sabe si es niño o niña... salen quintillisos,None,None
25419,003,Ay Si,YA ME CAÍ YA PERDÍ O!,None,None
25421,007,Futurama Fry,chaaaa kie wea coshino shushetumare??,None,None
25428,009,No me digas,cuentame masss,None,None
25431,009,No me digas,Estoy Anonadado,None,None
25444,008,Matias Prats,y en otras noticias..... tampoco le van a hacer sus migas al tavo...,None,None
25450,001,Ancient Aliens,JAPONESES,None,None
25463,009,No me digas,Tienes alguna pregunta?,None,None
25467,012,Willy Wonka,Chocolate para todos,None,None
25482,009,No me digas,a la wea bacan,None,None
25493,001,Ancient Aliens,Madres adictas a los videojuegos aliens,None,None
25520,012,Willy Wonka,ASI QUE EL JORGE HACE BARRA KILL EEEEEE SE VA A ENTERAR,None,None
25523,001,Ancient Aliens,el poto de pelalo era delicioso,None,None
25524,009,No me digas,QUE ESTA BIEN GUAPO Y JUEGA FUTBOL NO ME DIGAS,None,None
25526,012,Willy Wonka,ptmr q sexi,None,None
25528,010,Prepare Yourself,Murio CON HONOR,None,None
25546,003,Ay Si,"utiliza la regla de tres Reducir, Reutilizar y Reciclar",None,None
25554,006,Filosoraptor,por que rayos se molesta yael mmmmmmmmm,None,None
25562,005,Disaster Girl,DECIA QUE NO QUERIA PONER HORARIOS YA NO,None,None
25568,001,Ancient Aliens,tienen la obligacion de probar la existencia del contrato de trabajo los patronos,None,None
25580,003,Ay Si,Hay si hay si Ahora nadie manda whatt xq segun estan trabajando,None,None
25584,003,Ay Si,AY SI AY SI las administradora del grupo,None,None
25585,003,Ay Si,AY SI AY SI ME DIJO CABEZON..!!,None,None
25596,005,Disaster Girl,Ven a nuestro server Sobrepeso,None,None
25604,003,Ay Si,"AY SI, AY SI Tengo a Pikachu al nivel 100",None,None
25610,004,Bad Luck Brian,paga el gym todo el mes va 3 dias,None,None
25611,006,Filosoraptor,y si nos deja de gustar? poner me gusta?,None,None
25626,011,Problems,martin no me dejes ahora que me dejaste embarazada,None,None
25633,006,Filosoraptor,se llama naranja por la fruta o en color?,None,None
25634,001,Ancient Aliens,la unica explicacion es que eres gay fabian,None,None
25636,001,Ancient Aliens,si no tienes lag seguramente eres un alien,None,None
25638,008,Matias Prats,NOTICIA DE ULTIMA HORA A MILDRED LISSETHE SE LE A PERDIDO EL SERQUILLO,None,None
25651,012,Willy Wonka,aSÍ QUE TIENES LLAMADAS DE WHATSAPP DIME QUE SE SIENTE QUE SE TE ACABEN LOS DATOS,None,None
25667,006,Filosoraptor,se quejan del sistema... eligen a los mismos.,None,None
25674,004,Bad Luck Brian,LE COMPRA UNA CHIPA A JUAREZ SE MUERE INTOXICADO,None,None
25678,004,Bad Luck Brian,la novia le dio permiso pa salir nadie le copia,None,None
25683,004,Bad Luck Brian,Ay si ay si 8=====B ()8,None,None
25688,006,Filosoraptor,mmmmm no me acuerdo??,None,None
25691,012,Willy Wonka,que se siente saber que usted no tiene la razon,None,None
25692,010,Prepare Yourself,presiento la llegada de orcos,None,None
25693,005,Disaster Girl,Enserio quieres jugar rudo..!,None,None
25699,001,Ancient Aliens,No quiero decir que sean los genes pero... Genes,None,None
25700,004,Bad Luck Brian,y no tiene cel y no tiene cel,None,None
25702,004,Bad Luck Brian,"no eres tu soy yo, y mis altos estandares de calidad.",None,None
25704,011,Problems,por k tengo los dientes tan feos!!!,None,None
25710,011,Problems,no fui a la clinica santa lucia me quede sin dientes,None,None
25713,012,Willy Wonka,"mujeres que prefieren a un hamburguesero de 25 años, con una hija y que vive con sus padres; en lugar de un ingeniero de 21 años, sin hijos y con casa propia. #ydicenquenosontontas",None,None
25721,009,No me digas,A orale Apoco :o,None,None
25735,001,Ancient Aliens,y a cuanto te vendes,None,None
25737,003,Ay Si,huy si huy si mayra bonita,None,None
25748,001,Ancient Aliens,el trasero de benjamin es de este tamaño...!!!,None,None
25755,007,Futurama Fry,en estos dias se me incorpora el espiritu de Pablo Escobar y acabo hasta con el nido de la perra.,None,None
25756,008,Matias Prats,abance abance abestrus suelta,None,None
25761,007,Futurama Fry,un dia de estos dias se me incorpora el espiritu de Pablo Escobar y acabo hasta con el nido de la perra.,None,None
25763,007,Futurama Fry,i think they scratch my pkg i'll fight 20 min to cust serv rep,None,None
25770,007,Futurama Fry,q pasa q los pibes no ponen mas videos??,None,None
25773,007,Futurama Fry,i think they scratch my pkg i'll kill that cust serv Guy,None,None
25775,008,Matias Prats,avance !! avance creo que las cosas se estan enfriando,None,None
25780,003,Ay Si,hay szii Miira Lo Diijo El Liszto q Miiedo...,None,None
25792,003,Ay Si,no se wey ...,None,None
25801,009,No me digas,asi no me digas,None,None
25809,012,Willy Wonka,asi que tienes un galaxi que se siente tener un selular que es mas intelijente que tu,None,None
25821,011,Problems,Me dijo que ya no me ama..,None,None
25826,012,Willy Wonka,UY QUE MALA MI SIBRINA,None,None
25829,009,No me digas,siiiiiiiiiiiii no me digas maricon,None,None
25845,008,Matias Prats,Ultimas Noticias eL KIWI INVADE fACEBOOK,None,None
25858,001,Ancient Aliens,cuando le ganes al atletico hablame,None,None
25864,004,Bad Luck Brian,QUIERE HACER EL TIFO DIGITAL LE REPORTAN EL CELULAR,None,None
25868,011,Problems,recuperate pronto Ruben!!!,None,None
25881,008,Matias Prats,Felicidades!!1 Te has ganado un premio y dos medallas,None,None
25882,011,Problems,y las alitas,None,None
25887,008,Matias Prats,Felicidades!!! Te as ganado un premio y dos medallas,None,None
25894,001,Ancient Aliens,zero la tiene asi de grande,None,None
25899,012,Willy Wonka,!wow! Y quien te pregunto..,None,None
25907,004,Bad Luck Brian,quiere que le borren el meme le crean otro,None,None
25912,003,Ay Si,yo solo vine a ver al negroque vino a ver al lemur que vino a ver al perro que vino a ver al gato que vino a ver a michael jackson,None,None
25919,003,Ay Si,Mujer: esto es un condon amor??? Hombre: no es mio,None,None
25924,004,Bad Luck Brian,jajajajajajaja,None,None
25929,009,No me digas,hay mira q emocion,None,None
25930,003,Ay Si,nose¡¡ alison q es rara :p,None,None
25937,004,Bad Luck Brian,jajajajajjajajajaj jajajajajajajajjaja,None,None
25938,004,Bad Luck Brian,dice que emelec es el mejor nunca ha ganado en Brasil :v,None,None
25941,012,Willy Wonka,y que tal si sesal ? llama al vulca,None,None
25950,008,Matias Prats,confirmado Oscarcito sabe escribir,None,None
25953,008,Matias Prats,que es.... hoooooyyy!!!!,None,None
25954,011,Problems,HELLEN DESPUES DE UNA SACADA DE CHUCHA,None,None
25968,005,Disaster Girl,la casa de la dra castro y meche,None,None
25970,004,Bad Luck Brian,que onda gato,None,None
25977,012,Willy Wonka,lo sabia el airton estaba metido ahi,None,None
25978,010,Prepare Yourself,Preparense todos las votaciones se acercan,None,None
25980,003,Ay Si,hay... yo no fui.....,None,None
25981,007,Futurama Fry,como cree ella que se le esa tobillera?,None,None
25982,006,Filosoraptor,eeeeeeehhhhhhhh asi!!!!!!!!!!!!,None,None
25997,005,Disaster Girl,esto te va a pasar si no me pones como darly,None,None
26015,004,Bad Luck Brian,quiere ser abogado solo para trabajar con luistri,None,None
26018,012,Willy Wonka,QUE SE SIENTE QUE TU SMARPHONE SEA MAS INTELIGENTE QUE TU,None,None
26019,012,Willy Wonka,aaaahh que..... chingona nooo...,None,None
26025,012,Willy Wonka,Golosas,None,None
26026,006,Filosoraptor,"quizas, solo necesitaba una excusa para dejarme",None,None
26049,012,Willy Wonka,Asi que votaste por ceren? Que sientes hoy al ver tu pais fallido?,None,None
26057,008,Matias Prats,En otras Noticias exon gana el concurso de gays,None,None
26061,013,Yao Wonka,Te deseo suerte por que la necesitaras jajajajaja,None,None
26065,012,Willy Wonka,Con que eres skf ... que buen rodamiento,None,None
26069,010,Prepare Yourself,"por copa y ascenso, ""la cobra"" es el mas ""poronga"" de todos",None,None
26070,009,No me digas,no me digas a quien no,None,None
26072,012,Willy Wonka,asi que eres el Grillo Almada? que se siente no tener codigos?,None,None
26075,007,Futurama Fry,no se si estoy cacao de hambre veo puras toddys,None,None
26079,012,Willy Wonka,asi que eres GL14? que se siente no tener codigos?,None,None
26084,012,Willy Wonka,asi que eres de De Remate? que se siente ser hijo de Laboral?,None,None
26085,003,Ay Si,Ay si Katerin le tengo miedo,None,None
26088,003,Ay Si,ayy si ayy si se caga en mi,None,None
26091,012,Willy Wonka,asi que eres De Remate? que se siente ser Virgen?,None,None
26103,011,Problems,asi voy a estar si te vas a torreon,None,None
26110,001,Ancient Aliens,eran tan.. jugosas,None,None
26123,005,Disaster Girl,y luego dicen que porque se quedan sin casa,None,None
26126,005,Disaster Girl,te gusta presumir lo que comes seria una lastima que te callera mal la comida,None,None
26130,010,Prepare Yourself,Preparados usuriarios del grupo los sin oficios Se aproximan muchos memes,None,None
26141,001,Ancient Aliens,Solo hay una explicacion gay,None,None
26146,001,Ancient Aliens,Solo hay una explicacion para esto gays,None,None
26148,010,Prepare Yourself,lamentablemente hemos cagado la foto de nayeli,None,None
26159,008,Matias Prats,Ultimas noticas El TL de PACC se paso a interbank,None,None
26170,004,Bad Luck Brian,desarma la mesa bota la maquina,None,None
26179,004,Bad Luck Brian,DICE QUE NO ES GILERO SE LLAMA GERARDO,None,None
26180,001,Ancient Aliens,arboles,None,None
26181,004,Bad Luck Brian,Acaricia un rinoceronte muere con el cuerno icrestado,None,None
26187,001,Ancient Aliens,esto es una poronga,None,None
26189,004,Bad Luck Brian,Acaricia un rinoceronte muere con el cuerno en el pecho,None,None
26197,009,No me digas,haja y ke kieres que  aga yo,None,None
26198,001,Ancient Aliens,¿dios creo a los dinosaurios?,None,None
26199,002,Annoying Gamer Kid,claro que estudio,None,None
26203,001,Ancient Aliens,"alguien obsesionado con el gym,el estadio y la paja Antonioo!!",None,None
26205,011,Problems,PORQUE DEJE A RODRI LPM,None,None
26208,001,Ancient Aliens,Elianita la tiene asi de grande!,None,None
26216,009,No me digas,NO ME DIGAS QUE A CONCHE NO LE GUSTA EN MODO VIBRADOR,None,None
26220,013,Yao Wonka,uyyyyyyyy que malote,None,None
26223,005,Disaster Girl,esto le pasa alos estupidos ke no savan cosinar,None,None
26225,008,Matias Prats,se informa que rios lo tiene chikito..,None,None
26234,009,No me digas,haja y ke kieres ke  aga,None,None
26235,004,Bad Luck Brian,escribe una publicacion a su emelec va perdiendo  XD,None,None
26238,001,Ancient Aliens,"excelente historia le falto mas rodilla, pero aun asi excelente historia",None,None
26239,003,Ay Si,jose mongolo jajajajaja,None,None
26242,003,Ay Si,"AY SI ,AY SI NO LE HABLAMOS EN 5 SEGUNDOS Y LA IGNORO",None,None
26257,008,Matias Prats,y en otras noticias los homosexuales de cd9 me estas chupando las bolas 3 me chupan la derecha y 2 la izquiera,None,None
26258,011,Problems,QUE NOTA YA SE  ENTERARON ME CAGUE,None,None
26262,003,Ay Si,Va zumba por vida sana termina en cicle,None,None
26265,003,Ay Si,Va a zumba por vida sana termina en cicle,None,None
26266,010,Prepare Yourself,el kraken va medio se acerca el fedeo,None,None
26267,011,Problems,y me dijo el colo colo nunca a salido vivo del jalisco,None,None
26269,011,Problems,Yo loca por el Jetpack,None,None
26277,003,Ay Si,porai disen que  el grupo new famili son los mejore,None,None
26279,003,Ay Si,bueno alejandra no me saludes,None,None
26281,004,Bad Luck Brian,piensa que hace buenos memes saca las ideas de Google,None,None
26288,003,Ay Si,que quieres que haga?,None,None
26292,008,Matias Prats,En otras noticias los beatles son chingones,None,None
26294,005,Disaster Girl,marc a las buenas conteste,None,None
26295,011,Problems,pobre cama mari,None,None
26300,006,Filosoraptor,mmmya no savia q llego otro nuevo  hola israel ..,None,None
26307,004,Bad Luck Brian,publica fotos de la inchada de emelec en su estadio nunca a ido jaja XD,None,None
26308,003,Ay Si,Ay si Ay si Voy al cumple del zamo,None,None
26313,008,Matias Prats,matias,None,None
26318,009,No me digas,yo te dije que era jenniner,None,None
26322,011,Problems,pobre  cama mari,None,None
26325,003,Ay Si,Ay si abandonado El gru,None,None
26327,006,Filosoraptor,eeeh? feliz navidad!,None,None
26331,003,Ay Si,Ay si abandono El grupo,None,None
26344,012,Willy Wonka,Cicilio Dime que se siente llamarte victor,None,None
26356,003,Ay Si,y elis dice q no tiene novio paja ombe si le gusta brian,None,None
26374,005,Disaster Girl,dicen que no pasara nada para fan viña,None,None
26376,012,Willy Wonka,a shi que mas,None,None
26378,002,Annoying Gamer Kid,yo cuando: te tomo una foto sorpresa,None,None
26385,007,Futurama Fry,ahora que kieres,None,None
26395,008,Matias Prats,FLASH informativo my amiga es una inmaduraga s,None,None
26397,013,Yao Wonka,VAmOS JUAN DI LA VERDAD! EN QUE ESTABAS PENSADO CUANDO TOMASTE LA FOTO?,None,None
26411,008,Matias Prats,en otras noticias.. las chikas que estan con una persona y luego con el hermano son denominadas #Cachorras,None,None
26414,009,No me digas,que feo ese keny jajaja,None,None
26418,008,Matias Prats,"""tengo el agrado de anunciarle a los televidentes que arulo ha recibido un ascenso... ... pasara a realizar sus labores en el piso de arriba""",None,None
26419,006,Filosoraptor,NOSE ARLEY,None,None
26423,005,Disaster Girl,la monse no me puso en el grupo. le queme la casa por wna,None,None
26429,001,Ancient Aliens,tort Every Time,None,None
26432,003,Ay Si,Yo no use hack en Mutants Genetic Gladiators,None,None
26433,011,Problems,Ahora me quedare Con las ganas de comer tortita...,None,None
26437,012,Willy Wonka,es la TRUE,None,None
26443,011,Problems,DIOS MIO TUVE UN HIJO WUILO!!,None,None
26444,001,Ancient Aliens,besitos,None,None
26445,012,Willy Wonka,no te creo a quien le dijisye,None,None
26448,007,Futurama Fry,visto 22:42,None,None
26449,006,Filosoraptor,no se si eres linda o super linda,None,None
26452,013,Yao Wonka,je yo feo deverias de verte,None,None
26453,004,Bad Luck Brian,Se compra un fierroo... No tiene balas xd,None,None
26469,006,Filosoraptor,Porque no es facil?,None,None
26471,011,Problems,LLORO PORQUE SERGIO ME DEJO,None,None
26482,002,Annoying Gamer Kid,el agus se cree un pro,None,None
26484,003,Ay Si,JAJAJJJJJJ YO NO FUIIIII....,None,None
26489,007,Futurama Fry,yo pense q me mandaba solo pero despues me acorde ...q me case con ani,None,None
26508,005,Disaster Girl,y ahora el colegio,None,None
26510,004,Bad Luck Brian,le gustan ganar decimas puede ganar 8 no gana ninguna,None,None
26512,007,Futurama Fry,donde esta mi hermana de insomnio,None,None
26517,006,Filosoraptor,SI FUERA UNA ASTRONAUTA NO SERIAS UN DINOSAURIO ENTONCES QUE SOY?,None,None
26521,004,Bad Luck Brian,Sergio Robles?? ah pues soy yo......ire..no ire...ire...no ire.....,None,None
26534,012,Willy Wonka,hauevo ya llego mi droga,None,None
26538,006,Filosoraptor,Es mi idea O Somos mas que los pokemones,None,None
26540,006,Filosoraptor,''y amigas celosas siento..este party va!'',None,None
26545,004,Bad Luck Brian,va Thiago al Duoc no va a su sede,None,None
26549,004,Bad Luck Brian,Quiere comprar agenda para organizarse Estamos en abril y ya no venden,None,None
26556,003,Ay Si,Hey tranquila 15añera pasala muy bonito mija y esta viejito jajajjaa,None,None
26562,007,Futurama Fry,No se si es cierto O es para que no me enoje yo,None,None
26565,003,Ay Si,yo que tu voto por la azul,None,None
26580,007,Futurama Fry,NO SE SI ERES BOBO DE NACIMIENTO O TE CRIARON LOS TELETUBIES?,None,None
26584,009,No me digas,NO ME DIGAS!,None,None
26594,005,Disaster Girl,vota azul o ya sabes,None,None
26597,001,Ancient Aliens,sabias que los pedos vaginales tienen olor a jungla?,None,None
26608,005,Disaster Girl,asi quedo la casa del sana despues de la Fumigasion,None,None
26610,006,Filosoraptor,holaa que feo eres,None,None
26616,013,Yao Wonka,haganle caso a ese urgido,None,None
26617,002,Annoying Gamer Kid,jeje voy a mirar porno jejejeje,None,None
26622,004,Bad Luck Brian,va a proyecto csa no vota por la azul,None,None
26625,009,No me digas,no me digas preguntale a tu mama que tal,None,None
26627,005,Disaster Girl,Esto pasa cuando juegas mucho fnaf con tu hermana,None,None
26628,008,Matias Prats,para ser bella comer huevo sera la solucion,None,None
26644,003,Ay Si,Ay si Ay si Ay si a dormir o estan esperando la cancion como un mk jajajajaj,None,None
26648,011,Problems,que es wn el chalo wn,None,None
26667,009,No me digas,Si vas a subir mas de 5 fotos seguidas Te recomiendo que entres a feisbu y create un album,None,None
26678,004,Bad Luck Brian,Va a su examen... creia que los ejercicios iban a ser como los de la clase,None,None
26680,003,Ay Si,hay si hay si leonor defendiendo al santiago,None,None
26681,011,Problems,"No va a doler,  decia el tigre... Y me la metio seca",None,None
26683,007,Futurama Fry,donde esta mi compañera de insomnio,None,None
26684,007,Futurama Fry,No se si es Heredia O Dari55a,None,None
26690,007,Futurama Fry,solo espero que todo siga tal cual aunque no creo!,None,None
26691,012,Willy Wonka,Por aqui aun a pendejos que creen en que saldra el black ops 3 Cuando sabemos que nunca saldra,None,None
26692,007,Futurama Fry,y luego te quedas como ¿como carajo hizo eso?,None,None
26693,007,Futurama Fry,por dios mi hermana es cachuda,None,None
26696,001,Ancient Aliens,aguanta loko que dices,None,None
26698,007,Futurama Fry,mejor dale like marika,None,None
26705,011,Problems,Gissel no me dejes,None,None
26712,009,No me digas,la vero dejara de comer hambuerguesa,None,None
26723,007,Futurama Fry,que pendejo eres arcangel ferney jajajaj,None,None
26736,009,No me digas,en serio me lo juras,None,None
26737,013,Yao Wonka,y ahi fue cuando les sacamos los practicos de los miercoles y recursaron todas,None,None
26738,007,Futurama Fry,ya empesaron ya los cochinos qliaos,None,None
26740,009,No me digas,guadalupe soy tu conciencia,None,None
26747,003,Ay Si,HAY SI TE CREES POR K ERES PERUANA,None,None
26757,006,Filosoraptor,si todos tiene un lado amable del otro lado por q no se voltean??,None,None
26758,012,Willy Wonka,Asique ofreciendole un trio a mi polol@ tan inconforme te tiene el tuyo?,None,None
26762,011,Problems,¡que horror! Y apenas es el primer tiempo,None,None
26769,012,Willy Wonka,asi que sos de riber? que se siente quedar afuera de la copa?,None,None
26771,012,Willy Wonka,Asi que te burlabas de mexico Dime como se siente la violada que te esta dando,None,None
26774,005,Disaster Girl,I see you got everything under control,None,None
26785,009,No me digas,tome maricon penal y expulcion anoche,None,None
26790,012,Willy Wonka,Que se siente tener oidos y no escuchar...,None,None
26805,012,Willy Wonka,¿algo mas que agregar gm?,None,None
26807,012,Willy Wonka,duele mucho ????? si las primeras 5 veces verdad ?,None,None
26826,004,Bad Luck Brian,lo dejan solo en casa con una chica llegan los testigos de jehova,None,None
26834,003,Ay Si,Hay si hay si ya vi matar a una vaca,None,None
26839,002,Annoying Gamer Kid,me llamo alejandro y voy a pk a los de reborn,None,None
26840,003,Ay Si,la mas bella si Princesa en tu suenos,None,None
26841,003,Ay Si,AY SI CUANDO ESTE WEY VIENE ME ESCONDO ENTRE LA ESTUFA Y EL REFRI,None,None
26849,008,Matias Prats,en otras noticias el america esta en otra final,None,None
26852,001,Ancient Aliens,mira ya no publiques amamas,None,None
26853,010,Prepare Yourself,"foro , tema a tratar edipo rey lugar divino maestro 5to a , fecha  09/04/2015 , hora 7.20",None,None
26858,003,Ay Si,Yo no me Fume nada,None,None
26859,005,Disaster Girl,No les gustaba frozen Les di lo contrario,None,None
26860,013,Yao Wonka,adrian sin hd,None,None
26868,005,Disaster Girl,"No les gustaba ""frozen"" Les di lo contrario",None,None
26869,007,Futurama Fry,¡BUSCO NOVIA! Requisito: Que no tenga cuenta facebook,None,None
26870,008,Matias Prats,"la frase de hoy ""ha bueno"" presentada a ustedes en mas de 100 veces en la clase de obligaciones!",None,None
26871,003,Ay Si,"Anibal Hay,, Hay.. quien como tu que duermes  a toda hora jajaj",None,None
26886,001,Ancient Aliens,gente que no dice oksi gente alien,None,None
26889,006,Filosoraptor,si me robo el wi,None,None
26891,007,Futurama Fry,!BUSCO NOVIA¡ requisito: que no tenga cuenta facebook,None,None
26896,004,Bad Luck Brian,voy a estudiar decia,None,None
26897,009,No me digas,verdad que si!!,None,None
26905,011,Problems,TE ESTAS JORGEANDO......,None,None
26906,004,Bad Luck Brian,me compre una pantalla nueva para el celular Se me rompio poniendola,None,None
26907,012,Willy Wonka,"ASI QUE CREES QUE LOS SANTOS NO INTERCEDEN NI ACTUAN Y ESTAN ""DORMIDOS""??? SE NOTA QUE NO HAS LEIDO SIRACIDAS 48,14",None,None
26913,008,Matias Prats,"la frase del dia ""a bueno"""" presentada a ustedes mas de 100 veces en la exposicion civil obligaciones!",None,None
26924,001,Ancient Aliens,sarita te recuerdo estudiar,None,None
26936,001,Ancient Aliens,flep,None,None
26947,011,Problems,me dijo que la pasariamos bien se puso a armar un cubo,None,None
26974,009,No me digas,claro peru es cuba como noo!!!,None,None
26992,011,Problems,"Ya por favor,6",None,None
26999,012,Willy Wonka,Dayana jujujju duerma,None,None
27004,013,Yao Wonka,ESE HIJO ES DE SANTOS YO SOY SU PADRINO,None,None
27006,011,Problems,y Tuvo que llegar El colado,None,None
27013,013,Yao Wonka,que se siente ivan ser tan,None,None
27014,013,Yao Wonka,que se siente ivan ser tan pendejo,None,None
27017,006,Filosoraptor,y a ken le importe xhuxhetumare,None,None
27018,004,Bad Luck Brian,moises jimenez la mamas ola chupas,None,None
27023,012,Willy Wonka,Asi que terminaste la prueba Dime ¿que se siente empezar mal el semestre?,None,None
27025,012,Willy Wonka,Interesante Mejor me fumo un cigarrillo,None,None
27028,004,Bad Luck Brian,ferney todo fides,None,None
27034,005,Disaster Girl,Asi ya no tendre que hacer quehacer en mi casa,None,None
