,meme_id,plantilla,texto_no_tilde,text_1,text_2
12258,004,Bad Luck Brian,hola soy el mejor amigo de jhonny y erika,None,None
12260,001,Ancient Aliens,Taquemao se la Come asi de grande,None,None
12264,007,Futurama Fry,Esta es la cara que pones cuando Tu novia te arranca los pelitos de la espalda,None,None
12266,009,No me digas,"Siii? No me digas, putito",None,None
12271,008,Matias Prats,Noticia de ultimo minuto esta parece ser una de las imagenes de donde se encontraba Gonzalo!,None,None
12273,013,Yao Wonka,El minecraft es una mierda admitanlo ninos ratas >:v,None,None
12275,002,Annoying Gamer Kid,todos los de aqui son ninos ratas! >:v,None,None
12281,009,No me digas,ABLA DE MIERDAS (Y EL ES MIERDA!!),None,None
12299,006,Filosoraptor,"y aora como te abrire el otro ojo, armando ?",None,None
12301,004,Bad Luck Brian,quiere programar la sucesion de fibonacci usa python,None,None
12302,002,Annoying Gamer Kid,soy gamer hasta los pelos,None,None
12307,010,Prepare Yourself,Preparense EL BASTII SE FUE AFK,None,None
12311,010,Prepare Yourself,bRAVE YOURSELFS pan esta afk,None,None
12312,012,Willy Wonka,¿Que piensan de una respuesta mas rapida en Alemania?,None,None
12320,004,Bad Luck Brian,huye a otro pais libre de socialismo SE VUELE SOCIALISTA,None,None
12328,012,Willy Wonka,Boto el plumero,None,None
12331,012,Willy Wonka,Vengan ninos solo les quiero dar dulces de leche !!!!,None,None
12344,006,Filosoraptor,Si los dinosaurios se existingieron Entones porque Geovany es tan primitivo,None,None
12345,012,Willy Wonka,AsI que te llamas KARLA Dime que se siente tener un nombre tan feo,None,None
12355,012,Willy Wonka,te recuerdo que los hombres nunca perdemos ganamos,None,None
12362,012,Willy Wonka,AsI que te llamas karla Andrea Dime que se siente tener un nombre tan feo,None,None
12370,008,Matias Prats,en otras noticias esta confirmado los vlbos son cagones,None,None
12373,012,Willy Wonka,nosotros los Hombres  nunca perdemos siempre salinos ganando,None,None
12376,012,Willy Wonka,"asi que te gusta el olor a ropa nueva,libros nuevos,detergente y jabon...",None,None
12380,011,Problems,Uyyyy!!! Ya me amenazo de muerte Pero que pinche nombre tan feo tiene,None,None
12383,012,Willy Wonka,AsI que te gustan los Rolling Stones... .... Pero no te sabes ni el nombre del vocalista,None,None
12393,011,Problems,"ERA GRUESO! MONICA ""PATO"" YUJRA",None,None
12394,007,Futurama Fry,Cuando envIas una imagen que no les gusta Y te quieren clavar la merienda......,None,None
12400,012,Willy Wonka,nosotros los Hombres  nunca perdemos siempre salinos ganando!....,None,None
12413,006,Filosoraptor,el que se queme el pelo... se transformara en super saiyajin,None,None
12414,003,Ay Si,hey esteban perdon por mostrarte que un gay quiere con migo,None,None
12415,004,Bad Luck Brian,VA A COMPRAR SU ENTRADA A LOS ROLLING STONES LE DICEN QUE SE AN ACABADO TODAS.....PUTABIDA,None,None
12427,012,Willy Wonka,"ASI QUE COMISTE TOTOPO, PALETA Y UN SEVEN DIME QUE SE SIENTE ESTAR EMPACHADO?",None,None
12429,011,Problems,Cuando eres hincha de millos,None,None
12440,011,Problems,Que suerte que yo siempre estoy Y tu nunca puedes nada,None,None
12446,011,Problems,PABLO LUQUE dijo que me llamarIa,None,None
12447,011,Problems,Que suerte que yo siempre estoy para vos Y tu nunca puedes nada,None,None
12450,007,Futurama Fry,Vos nano comiste verga de mono? Porque decis pura mierda...,None,None
12455,003,Ay Si,yo no agarre los 200 pesos,None,None
12457,011,Problems,l miss you my love believe it or not,None,None
12474,003,Ay Si,nose por que mi hermana duerme,None,None
12479,003,Ay Si,No tengo chavos Pero las girlas pagan,None,None
12481,005,Disaster Girl,mi amigo me dijo que hera del R Madrid hera,None,None
12484,003,Ay Si,ahhh no se!!! es un secreto emi,None,None
12493,012,Willy Wonka,Ahhh tienes un Samsung Galaxi Que se siente tener un telefono mas inteligente que Usted,None,None
12496,007,Futurama Fry,ES COSA MIA O ESTAS MAS PENDEJO?,None,None
12504,004,Bad Luck Brian,dicen que este ano ban por la sexta y empatan,None,None
12508,013,Yao Wonka,Leasing financiero con opcion de compra! Con cupo,None,None
12510,004,Bad Luck Brian,dicen que ban por la sexta y no pueden con patriotas,None,None
12517,009,No me digas,eres cristiana? y porque esas fotos de bellaka?,None,None
12522,003,Ay Si,El puto Amo,None,None
12523,003,Ay Si,Leo sus raspaduras son la Verga,None,None
12527,004,Bad Luck Brian,Le quieren hacer un meme... No pueden xq es completamente perfecto,None,None
12533,003,Ay Si,NO porque hable BONITO te estoy conquistando,None,None
12542,004,Bad Luck Brian,Se mete a un server Y esta infestado de ninos rata,None,None
12543,008,Matias Prats,Los cristianos creen que ayunar es aguantar hambre... Y estan equivocados..!,None,None
12545,003,Ay Si,No me llenen De bobadas,None,None
12551,009,No me digas,bastidas metes sacol?,None,None
12561,012,Willy Wonka,Dime que se siente Hacer el chocolate,None,None
12564,003,Ay Si,Te quemo la casa... Si la encuentras meche,None,None
12568,009,No me digas,Y a quien Le interesa,None,None
12576,010,Prepare Yourself,doy esta junta para un duelo de memes,None,None
12577,011,Problems,Estas llorando? No estoy sudando,None,None
12585,003,Ay Si,! Ay Si ! Dicen que son hermanos y no saludan en la calle solo frente al pastor,None,None
12587,005,Disaster Girl,cuando mis vecinos me dicen deja de ver anime,None,None
12591,009,No me digas,"No, enserio!!! No me digas!!!",None,None
12606,004,Bad Luck Brian,atchaaa,None,None
12607,001,Ancient Aliens,"soy el wue gusta a,patty lo vez",None,None
12619,011,Problems,quede cesante como RETIRo mis CESANTÍAS?,None,None
12620,007,Futurama Fry,decIa que Estaba soltera y su ultimo novio se llama ....,None,None
12631,002,Annoying Gamer Kid,HAY QUE SER MLG,None,None
12634,006,Filosoraptor,WHAT,None,None
12639,009,No me digas,a poco !!!!!!!!!,None,None
12641,009,No me digas,a poco !!!!!!!!! no manches,None,None
12649,007,Futurama Fry,No se si es el face del negro O el que era n1 en bob esponja,None,None
12651,012,Willy Wonka,mi querida Bella te sndava buscando mi reina,None,None
12670,007,Futurama Fry,pro,None,None
12672,007,Futurama Fry,No se si mi cuerpo se redujo O mi cabeza se hizo gigante,None,None
12680,003,Ay Si,"Ay si, ay sI, muchas felicidades G",None,None
12681,003,Ay Si,Ay si No abrI el chat,None,None
12683,003,Ay Si,"Ay si, ay sI Muchas felicidades",None,None
12690,006,Filosoraptor,Si chicho salio con una colombiana Por que no paso su face?,None,None
12717,007,Futurama Fry,Estos gueyes estas muy callados deja les digo q son jotos a ber si no se aguitan,None,None
12719,011,Problems,"Tengo Dengue,Chicongunya y Zika juntos Y alergica al paracetamol y todos los Aines",None,None
12726,001,Ancient Aliens,patty yo bajo a ese cachaco de el bus,None,None
12731,013,Yao Wonka,que sobo,None,None
12757,010,Prepare Yourself,BIPOLAR DE DIABLA Y CENICIENTA.....,None,None
12761,004,Bad Luck Brian,juego minecraft me dicen nino rata,None,None
12763,010,Prepare Yourself,"BIPOLAR DE DIABLA Y, CENICIENTA.....",None,None
12765,013,Yao Wonka,dIME QUE SE SIENTE QUE ELLA NO TE SONRIA ??,None,None
12766,007,Futurama Fry,Carolina Sin lentes!!!,None,None
12774,007,Futurama Fry,oshe ziii,None,None
12777,005,Disaster Girl,si se quema tu casa ha kien salvas primero ha tu coche o  ha tu madre quien te dio la vida,None,None
12805,009,No me digas,QUE PASO SEOOR SANCHEZ?,None,None
12810,009,No me digas,busco ala responsable de mis sejas se llama kimberly,None,None
12876,003,Ay Si,ai si jairo dice q es el inocente de esta historia att: los primos,None,None
12886,011,Problems,"Tengo Dengue,Chicongunya y Zika juntos A alergia al paracetamol y aines",None,None
12901,004,Bad Luck Brian,ENTRA COMO GUEST sale baneado,None,None
12904,008,Matias Prats,y en otras noticias veremos. al desnudo a la ex de un alfa,None,None
12906,008,Matias Prats,Lamentablemente fue 1 GG hasta aqui mi reporte joaquin,None,None
12909,007,Futurama Fry,Usted y yo nos debemos... Unos orgasmos!,None,None
12921,004,Bad Luck Brian,que bien me siento,None,None
12941,011,Problems,Dijo que iba al autodromo a correr el mustang con los del club Y regreso bien pedo,None,None
12945,002,Annoying Gamer Kid,Tu cuando juegas Mucho gta 5,None,None
12949,010,Prepare Yourself,cuando voy a exponer y no se callan,None,None
12957,006,Filosoraptor,cual es tu fantasia sexual ?,None,None
12960,004,Bad Luck Brian,manda nudes los rolan,None,None
12964,010,Prepare Yourself,"queridos colegas, manana es el grand dia... a matar o a morir!",None,None
12967,009,No me digas,esta es tu cara cuando te dicen que habia tarea y no la hiciste,None,None
12972,007,Futurama Fry,Cuando solo me llaman Para pedirme un favor,None,None
12974,012,Willy Wonka,¿AsI que quieres ir al festejo de #PRM? Dime que se siente participar en todas sus dinamicas y no ganar pases,None,None
12976,001,Ancient Aliens,sabes que antes de der humanos eramos monos,None,None
12981,004,Bad Luck Brian,SE SIENTE UN MASTER GANADO PASES POR FACEBOOK SU MAMA NO LO DEJA IR AL TERCER ANIVERSARIO,None,None
12983,006,Filosoraptor,cuando no sabes que hacer,None,None
12992,004,Bad Luck Brian,SE SIENTE UN MASTER GANANDO PASES POR FACEBOOK SU MAMA NO LO DEJA IR AL TERCER ANIVERSARIO,None,None
12996,011,Problems,Cuando sharknado 4 entra en comerciales,None,None
12999,008,Matias Prats,ultimas noticas: todos creemos que deberias hacerte atender,None,None
13007,012,Willy Wonka,Sabes Donde esta gohan,None,None
13011,011,Problems,Nooo Este pendejo Subio otra mamada,None,None
13015,001,Ancient Aliens,Y mi teorIa es que tambien sonrien Y se visten de negro para pasar por simples mortales,None,None
13020,001,Ancient Aliens,Y mi teorIa es que tambien sonrien Y se visten de negro para pasar por simples mortales creen que el color oscuro opacara su luz propia pero no,None,None
13026,001,Ancient Aliens,Como era yoyo la de larrea Asiiiii,None,None
13034,008,Matias Prats,muy buenas noches manana los coge otra vez el pilastron je je,None,None
13035,001,Ancient Aliens,INDUSTRIALES,None,None
13037,009,No me digas,"Rafa, ya terminaste porfin pues gatumdr de nuevo",None,None
13038,006,Filosoraptor,eh vuelto o estoy aburiido,None,None
13046,001,Ancient Aliens,como te hago entender que los de UBC somos los mejores,None,None
13048,009,No me digas,Su gfa,None,None
13049,012,Willy Wonka,Asi que eres normalista? DIME QUE SE SIENTE SER PERFECTO,None,None
13050,003,Ay Si,AY SI COMO AHORA SOY ACCIONISTA DE INTERTEC,None,None
13051,009,No me digas,tu cara cuando ves que se desconecta de face tus amistades,None,None
13053,004,Bad Luck Brian,Llevaron gente nueva pa ganar Y les metieron 8,None,None
13056,004,Bad Luck Brian,Llevaron gente nueva pa ganar Perdieron 8 a 1,None,None
13060,013,Yao Wonka,tus amigos se enamoran pero tu... te ries por estar soltero,None,None
13061,012,Willy Wonka,A si que odias a Jorge Blanco... Dime que se siente no saber amar la perfeccion,None,None
13062,008,Matias Prats,De los creadores de la tetica Llega,None,None
13065,012,Willy Wonka,juan¡¡ xdddd,None,None
13070,001,Ancient Aliens,"y entonces todo , todo fue creado por los stargardtdianos",None,None
13075,004,Bad Luck Brian,soy sexi,None,None
13080,008,Matias Prats,ultimo minuto SE BUSCA rocio alias la PELIGROSA,None,None
13084,009,No me digas,no me digas enserio,None,None
13087,012,Willy Wonka,Que se siente creerte el mejor del clan Si siempre sacas 2 estrellas,None,None
13088,005,Disaster Girl,"Amor,creo que a tu amiguita le paso algo",None,None
13091,011,Problems,Nueve meses despues EntendI lo de la semillita,None,None
13100,004,Bad Luck Brian,Compra su primer libro Es la FenomenologIa del EspIritu de Hegel,None,None
13104,009,No me digas,no me digan ya todos se fueron a dormir,None,None
13106,001,Ancient Aliens,#fuzz,None,None
13108,007,Futurama Fry,Este wey De cual fumaria,None,None
13110,007,Futurama Fry,Tu cuando La popular pasa a tu lado,None,None
13116,011,Problems,LE DIJE NO PONGAS LIBRES TUS APORTES Y MONICA ME DIJO VAGABUNDA!,None,None
13124,001,Ancient Aliens,EL CODIGO BERE! PUDO SER ESCRITO POR AMENOPHIS!,None,None
13127,012,Willy Wonka,Asi que entendieron todo? proxima clase quiz!!!,None,None
13133,012,Willy Wonka,ami no me enganas a ti te gusta el ska exelente!!!,None,None
13139,012,Willy Wonka,AsI que eres un reclutador Dime que se siente que te levantes a ingresar gente que confirma y no llega,None,None
13141,012,Willy Wonka,¿Asi que vienes de los scouts? formate y bienvenido al penta,None,None
13142,012,Willy Wonka,Que no tienes pases para pachuco? Que se siente hacer un chingo de memes para ganartelos?,None,None
13153,010,Prepare Yourself,BRACE YOURSELF PROFE CORRA LA PRUEBA INCOMING,None,None
13162,009,No me digas,Ya duermete perro Mendigo,None,None
13169,001,Ancient Aliens,y entonces le cuento que cuando se me estira se me pone asi,None,None
13174,004,Bad Luck Brian,jijiji feo,None,None
13178,006,Filosoraptor,y si de gay? porque aparece en la seccion de sexo hetero?,None,None
13179,006,Filosoraptor,y si de gay? como es que lo practican parejas heterosexuales?,None,None
13180,006,Filosoraptor,y si es de gay? porque sale en la seccion de sexo hetero?,None,None
13181,013,Yao Wonka,anoche me pico el moskito de la chiconcruda,None,None
13183,006,Filosoraptor,y si es de gay? como es que lo practican las parejas heterosexuales?,None,None
13184,006,Filosoraptor,y si es de gay? que hace ahi esa mujer?,None,None
13186,006,Filosoraptor,y si es de gay? que hace ahi esa rubia?,None,None
13190,010,Prepare Yourself,aprobar la mari para divertirse se vienen los memes para ridiculizarlo,None,None
13191,009,No me digas,No me digas que Cyclic se ha ido de Geometry Dash Que pena ahora todos quedran a Riot o no es asi?,None,None
13193,003,Ay Si,hay si hay si.. Eres penta si ni publicar en contra de la marihuana puedes en face,None,None
13196,007,Futurama Fry,no se si de verdad es penta porque tiene fotos con la playera y luego otras con sus borracheras,None,None
13213,011,Problems,Me dijo que podIamos usar tarjetas Y me bajaron puntos por usarlas,None,None
13218,007,Futurama Fry,YOU SAY YOU LOVE DANCEHALL DON'T KNOW ABOUT PINCHERS OR FRANKIE PAUL,None,None
13219,009,No me digas,No me digas Puto Jason. eres un mentiroso que no cumple nada. Tu siempre la cagas toda Cabron.,None,None
13220,012,Willy Wonka,Y que me dices de ... Amaris,None,None
13221,007,Futurama Fry,"SAYS ""I LOVE DANCEHALL"" DON'T KNOW ABOUT PINCHERS OR FRANKIE PAUL",None,None
13229,001,Ancient Aliens,TELEDIRIGIDOS,None,None
13232,012,Willy Wonka,baia baia por eso sacabas 10,None,None
13249,004,Bad Luck Brian,Se caso su ex y pago la boda,None,None
13259,006,Filosoraptor,si tanto me odias por que me siges en facebook &twitter,None,None
13262,009,No me digas,NO ME DIGAS 8SISTE TRAMPA EN INGLES,None,None
13264,009,No me digas,NO ME DIGAS lSISTE TRAMPA EN INGLES,None,None
13265,008,Matias Prats,la taxista no se libro por los pelos,None,None
13266,005,Disaster Girl,es viernes,None,None
13269,008,Matias Prats,dijeron que estaba mal cortada,None,None
13276,009,No me digas,Bakan! Sigue  la 4C!!,None,None
13278,007,Futurama Fry,Me llego a la conclucion Que es es un pendejada :v,None,None
13281,003,Ay Si,No me hago responsable Pendeja :v,None,None
13282,009,No me digas,No queria decir pero El sujeto se la loncha,None,None
13284,012,Willy Wonka,Sigue que casi cuela....,None,None
13287,012,Willy Wonka,Pues yo pienso que... AY QUE HACER UNA BATALLE DE MEMES,None,None
13288,012,Willy Wonka,Pues yo pienso que... AY QUE HACER UNA BATALLA DE MEMES,None,None
13290,011,Problems,LA  RELIGIoN SE  acepta   emocionalmente,None,None
13293,003,Ay Si,yo no le he pegado se ha dado con la puerta,None,None
13295,011,Problems,Te llego un whats ¿Quien es?,None,None
13302,011,Problems,Ese aleman esta bien macanudo Y me lastimo el chicloso,None,None
13303,007,Futurama Fry,Donde estas... CercoLejas,None,None
13305,012,Willy Wonka,zyrcle mola,None,None
13306,010,Prepare Yourself,Preparemonos Xavi propago la 6.4.23,None,None
13310,004,Bad Luck Brian,HAS VISTO A MI HERMANO ERNESTO ?,None,None
13319,007,Futurama Fry,No se si es gente que odia al gobierno O son extremadamente delicados al dormir.,None,None
13328,013,Yao Wonka,SI NO TE GUSTA ESTE POWER NO TE GUSTA nada,None,None
13334,004,Bad Luck Brian,BRULL BRULL,None,None
13353,007,Futurama Fry,cambio a azul y no contesto,None,None
13357,001,Ancient Aliens,vi a tu hermana por la calle y la cago un PAJARO esto es aliens Eran pajaros aliens,None,None
13364,002,Annoying Gamer Kid,inco manco dislike,None,None
13365,004,Bad Luck Brian,Se liga a un pivonazo es un tio,None,None
13372,012,Willy Wonka,AsI QUE GANASTE EN CLANES DIME QUE SE SIENTE HABER GANADO CON AYUDA ?,None,None
13378,007,Futurama Fry,cuando te dicen que el acto6 sale en mayo,None,None
13390,004,Bad Luck Brian,TIENE MOVISTAR NO LE LLEGAN LOS MENSAJES DE ALERTA DE MOVISTAR,None,None
13395,012,Willy Wonka,Si? PolicIa? Mandeme a los jovencitos,None,None
13396,005,Disaster Girl,cuando te diga que no hables con mi novio no lo hagas o acabaras asi.,None,None
13404,011,Problems,ojala que este cabron no venda la cabrio,None,None
13405,007,Futurama Fry,Esperate...esa es tu gracia Porque es muy pequena casi no la veo,None,None
13411,007,Futurama Fry,cuando preguntas por tu grupo de whatsapp y nadie contesta,None,None
13412,012,Willy Wonka,sigan creyendo en pajaritos prenados!!,None,None
13416,008,Matias Prats,"ESQUIMAL ASESINA 2 HOMBRES SE VE QUE LO HIZO CON ""SANGRE FRÍA""",None,None
13418,007,Futurama Fry,mmm... que andara haciendo mi pechochin,None,None
13419,001,Ancient Aliens,estudiemos esta nueva especie,None,None
13422,011,Problems,he parido un murcielago,None,None
13425,006,Filosoraptor,"si en ingles, car es auto y men es hombre carmen es un transformer",None,None
13426,006,Filosoraptor,por donde mierda andara yazmil?,None,None
13436,007,Futurama Fry,mmm... la ardilla se hace la boluda,None,None
13440,012,Willy Wonka,POR FIN LE HABLA LA que le gusta le cambia el nombre,None,None
13443,012,Willy Wonka,Pero que 100tifiqho,None,None
13444,004,Bad Luck Brian,Se pide un lunes libre desde el viernes noche malo como una perra,None,None
13447,013,Yao Wonka,¿tu no tienes vida propia? ¿y que se siente METIENDOSE con los demas?,None,None
13448,012,Willy Wonka,la abuela se caga de la risa,None,None
13449,007,Futurama Fry,sientase libre,None,None
13458,009,No me digas,QUE QUIERES QUE TE PRESTE 10000 YEEENESSS???,None,None
13468,009,No me digas,esta es la cara de santi cuando le dicen que noes tonto,None,None
13471,007,Futurama Fry,lol lol,None,None
13485,007,Futurama Fry,yo creo q no fue... ...solo estuvo en un techo aledano...,None,None
13496,007,Futurama Fry,NUNCA MAS BIGOTE JAJA,None,None
13502,008,Matias Prats,Y en otras noticias... Todo listo para el bulling por la simultanea,None,None
13508,005,Disaster Girl,si el estudio no alcanzo la profe buscara una casa donde vivir,None,None
13510,005,Disaster Girl,para la selfie,None,None
13512,001,Ancient Aliens,Politics..,None,None
13519,004,Bad Luck Brian,Le hacen cosquillas Se caga,None,None
13523,008,Matias Prats,"Permitirme que insista es ben hora de que ""es Ferre"" saque las lapas para hacer un bon arros",None,None
13525,003,Ay Si,tan creido ronal y se restriega con el jabon para lavar trastes ai si,None,None
13527,003,Ay Si,tan creido ronald y se restriega con el jabon de lavar trastes ai si,None,None
13546,012,Willy Wonka,Asi que sos de santa rosa de lima y fuiste a ver Iron Maiden y no entender lo cantan,None,None
13551,007,Futurama Fry,Cassi,None,None
13554,001,Ancient Aliens,Transparencias,None,None
13555,003,Ay Si,AY SI LLEGO A LA HORA QUE QUIERA Y LA REPONGO EN LA TARDE.,None,None
13559,006,Filosoraptor,Hmmmm me pregunto estara revisando el msger Oh me estaras tomando el pelo fabi,None,None
13561,012,Willy Wonka,Asi que te crees bueno Dime que se siente al pasarse toda la partida detras de un escudo,None,None
13563,012,Willy Wonka,ASI DE QUE LLEGAS TARDE Y NO TE SALUDAN... DIME QUE SE SIENTE SER IGNORADO POR INPUNTUAL?,None,None
13564,003,Ay Si,AY SI AY SI SOY TAN GUAPO COMO EL ANDI TACO,None,None
13565,012,Willy Wonka,ASÍ QUE ERES FAN DE CARACOL DIME QUE SE SIENTE TENER EXCELENTE GUSTO,None,None
13566,012,Willy Wonka,y si lo hacemos duro??,None,None
13572,004,Bad Luck Brian,SE VA DE VACAIONES A LA PLAYA VENDE SU CARRO,None,None
13575,012,Willy Wonka,"Chamin, preguntale a tu papa que sintio cuando le quitaron la retro a las prestaciones",None,None
13582,004,Bad Luck Brian,SE VA DE VACACIONES A LA PLAYA VENDE SU CARRO,None,None
13583,012,Willy Wonka,a poco crees que superando niveles en play ibas a aprender a superar los obstaculos de la vida?,None,None
13585,004,Bad Luck Brian,Se hace el Ronaldo el Gaby Y su equipo pierde por goleada,None,None
13595,002,Annoying Gamer Kid,Me llamo juan De apellido warrior,None,None
13603,013,Yao Wonka,Cuando el Yipo me dice Que ha ganado una partida,None,None
13605,006,Filosoraptor,how you can't calculate? if you are at high school,None,None
13615,007,Futurama Fry,Que color tendra...?,None,None
13622,007,Futurama Fry,TORRIJAS DE VINO PARA ALUMNAS,None,None
13630,003,Ay Si,Ay si ahora todos ponen la foto de aguanile,None,None
13633,004,Bad Luck Brian,NORVI eres tonto o ¿yo creo que te haces?,None,None
13634,004,Bad Luck Brian,Silencia el grupo... Nadie habla,None,None
13637,011,Problems,me dijo que me hablaba ¡Estefi!,None,None
13643,003,Ay Si,"ok, you are so inteligente with just a hypothesize per year",None,None
13655,006,Filosoraptor,si tu mama  no te deja hablar con desconicidos como hiciste amigos,None,None
13664,012,Willy Wonka,when i observe my bae and she doesn't know it,None,None
13667,006,Filosoraptor,Si me voy del club de poesIa sera porque antonio maechado,None,None
13676,012,Willy Wonka,marcelino que se siente tener la barriga del buda? ehh?,None,None
13677,012,Willy Wonka,"ASI QUE TU COCHE ES DIESEL CALLA CERDO, NO ME CUENTES TU VIDA",None,None
13683,008,Matias Prats,Pau gasol declaro que le gusta besar a su novia porque siempre esta a la altura,None,None
13691,012,Willy Wonka,"¿asI que te defines como ""chica"" con 38 tacos? ¿Entonces si tuvieras 20 que serIas? ¿un espermatozoide pajero?",None,None
13707,010,Prepare Yourself,fUI A BIENSERVIDA Y PERDI LA CABEZA,None,None
13708,011,Problems,SE FUE A JUGAR FUTBOL Y REGRESO TODO BORRACHO,None,None
13721,003,Ay Si,Hay ya Ahora son las mas que trabajan y sabemos que estan jugando candy crush,None,None
13726,012,Willy Wonka,Dime que se siente Sentirse campeon por un momento,None,None
13733,007,Futurama Fry,adalberto en el colegio,None,None
13736,012,Willy Wonka,Interesante... Y cuando te despertaste?,None,None
13741,009,No me digas,si ya,None,None
13743,012,Willy Wonka,hola como estas,None,None
13747,001,Ancient Aliens,2 anos y 5 meses con arlette aliens,None,None
13750,004,Bad Luck Brian,SE QUEDA sola el domingo enloquece el vecino,None,None
13762,002,Annoying Gamer Kid,tronco de visio,None,None
13764,013,Yao Wonka,CMBIA LA CARA DE OJETE VOLOGATO,None,None
13767,011,Problems,cuando la persona que te gusta te deja en visto,None,None
13774,012,Willy Wonka,Asi que fuiste al concierto de iron maindeN? Que se siente irse levantando?,None,None
13775,008,Matias Prats,SE PUEDE DECIR QUE LA NEVADA EN HA DURADO MENOS QUE LA LEGISLATURA DEL PSOE EN SOCUELLAMOS,None,None
13783,003,Ay Si,AY SI AY SI MIENTRAS NO HAY SERVER HACEMOS MEMES XD,None,None
13785,012,Willy Wonka,el fausto me importa tanto,None,None
13810,005,Disaster Girl,Me dejo En visto,None,None
13818,010,Prepare Yourself,la vista desde aqui es genial,None,None
13819,011,Problems,Quieres ser la que lo sabe todo tu sola Y lo que no sabes es que los demas ya sabemos quien eres tu,None,None
13830,008,Matias Prats,Mientras tanto usuarios crean memes de Mu Peruano Pro Y ocurre incendio en casona ubicado en el centro de lima,None,None
13841,013,Yao Wonka,almenos estamos en la A,None,None
13844,008,Matias Prats,Es nazi y lo sabes,None,None
13849,001,Ancient Aliens,solo hay una explicacion para esto emos,None,None
13856,001,Ancient Aliens,LA IO ES UNA MATERIA MUY COMPLEJA DEBE DE SER UFO,None,None
13864,011,Problems,no hagas promesas a tu madre no le rompas el corazon,None,None
13869,003,Ay Si,Hay Si Si Ahora soy el Chico Exprim,None,None
13879,001,Ancient Aliens,la tengo asi de grande,None,None
13882,004,Bad Luck Brian,Soy de colon Y gasto a los otros,None,None
13883,008,Matias Prats,La nevada en Socuellamos ha sido corta y breve Corta y breve,None,None
13890,011,Problems,malditos colicos odio ser mujer,None,None
13899,008,Matias Prats,Hoy es el cumple de Fran Feliz Cumpleanos!!!!,None,None
13901,004,Bad Luck Brian,Reparan las luces de direccion Se funden,None,None
13909,001,Ancient Aliens,post internet,None,None
13910,008,Matias Prats,que mala es la NVIDIA,None,None
13914,011,Problems,me dijo que le chupara el pico.,None,None
13915,008,Matias Prats,EXTRA FELICITACIONES EN EL DIA DE LA MUJER,None,None
13919,001,Ancient Aliens,Kevin Ponte a trabajar,None,None
13920,002,Annoying Gamer Kid,¿Me estas Diciendo troll?,None,None
13921,001,Ancient Aliens,chinga tu pinche madre odier hijueputa,None,None
13924,001,Ancient Aliens,Distance...,None,None
13926,007,Futurama Fry,H,None,None
13928,011,Problems,cuando natalia vio que era fea,None,None
13930,007,Futurama Fry,uy ya es Marte y el prof Samuel lo sabe,None,None
13931,011,Problems,Me dijo que me dejarIa como ninel Y me dejo como la chupitos?  Omar flores,None,None
13935,008,Matias Prats,EXTRA FELICITAMOS A TODAS LA MUJERES EN SU DIA,None,None
13938,001,Ancient Aliens,Mi teorIa es que : los gringos quieren explotar  nuestro litio,None,None
13949,004,Bad Luck Brian,Se molesta por las felicitaciones a un amigo de la banda Se sale del grupo,None,None
13958,006,Filosoraptor,como expresar furia en aleman si todo suena furioso,None,None
13959,007,Futurama Fry,byron no te piques,None,None
13962,011,Problems,"A LOS HOMBRES EN EL DIA INTERNACIONAL DE LA MUJER, PEDIMOS QUE: NOS RESPETEN, NO NOS MALTRATEN, NO NOS PEGUEN, NOS RESPETEN EN LA CALLE, NO NOS VIOLEN, NO NOS MATEN, RECUERDA QUE TU ABUELA, MADRE, HERMANA, ESPOSA, HIJA, SON MUJERES",None,None
13981,011,Problems,INSTALE ADBLOCK Y YA NO SOY LA VISITANTE 1 MILLON NI GANO IPHONES,None,None
13985,009,No me digas,si ya sabes como soy pa que m dejas sola,None,None
13999,008,Matias Prats,QUE ASESSSSSSS,None,None
14000,012,Willy Wonka,Lua te gusta Jaime Y LO SABES,None,None
14003,007,Futurama Fry,no he captado pero me hago el loco,None,None
14004,011,Problems,Perdieron mis Tigres el clasico,None,None
14007,011,Problems,Ya empezo este hp feo con la invitadera No mijo yo trabajo,None,None
14012,007,Futurama Fry,dayi legal no me acuerdo,None,None
14026,001,Ancient Aliens,"""Trapos""",None,None
14031,006,Filosoraptor,how they are in high school and doesn't know how calculate,None,None
14034,005,Disaster Girl,"Hacete el canchero y va a quedar asi, sin querer",None,None
14036,011,Problems,i can do it i just need to organize my ideas,None,None
14038,001,Ancient Aliens,La razon por la que el equipo rojo siempre es perjudicado Extraterrestres,None,None
14045,003,Ay Si,please clarify it cuz i didn't understand anything,None,None
14047,005,Disaster Girl,pa ve si paola esta en su casa en la tarde,None,None
14053,009,No me digas,Cuando la maestra dise saquen la tarea Y  tu asi de avia  tarea,None,None
14057,006,Filosoraptor,si la pavi es perra y se apellida monja entonces es una reverenda perra?,None,None
14058,013,Yao Wonka,SOY EL PUTO AMO LO DUDABAS?,None,None
14062,005,Disaster Girl,QUE DICES MI GRAN ZENZEI?,None,None
14067,011,Problems,Me gane un crucero Cuando fui era en un barco de pesca,None,None
14068,013,Yao Wonka,xD XD,None,None
14072,002,Annoying Gamer Kid,DENTRO DE POCO TENDRE LA PS4,None,None
14075,008,Matias Prats,el menu de henry para hoy pichula rebosada y pene atomatado,None,None
14083,012,Willy Wonka,Me muero De la dicha porque te vas,None,None
