,meme_id,plantilla,texto_no_tilde,text_1,text_2
36413,001,Ancient Aliens,solo hay una explicacion para esto aliens,None,None
36418,012,Willy Wonka,AsI que dices que procesas en menos de 2 horas?,None,None
36425,009,No me digas,ESTOY ESPERANDO TU ENCUESTA,None,None
36458,009,No me digas,enSERIOOOO ANGELA...,None,None
36477,001,Ancient Aliens,este comentario nos lo puede explicar un chibo de la b,None,None
36487,013,Yao Wonka,y q japon nos iva a ganar jajaja q viva colombia!!!,None,None
36491,005,Disaster Girl,esto le pasara a quien  se meta con sergio,None,None
36497,003,Ay Si,hay si hay si soy la ever y no saludo,None,None
36511,007,Futurama Fry,... eso es cierto loco,None,None
36514,001,Ancient Aliens,eres pendejo  o t hases,None,None
36516,001,Ancient Aliens,eres pendejo  o te hases,None,None
36524,002,Annoying Gamer Kid,COMENTA TU VIDEOJUEGO FAVORITO DEL MUNDO,None,None
36528,001,Ancient Aliens,SABES QUIEN CREO FACEBOOK... EXTRATERRESTRES... JAJAJAJAJAJ...,None,None
36535,003,Ay Si,"ella, ella la que se pela si gana chile ella",None,None
36536,012,Willy Wonka,"TRANSMITISTE EL MARACANAZO DIME, ¿QUE SE SIENTE VOLVER AL NACIONAL?",None,None
36546,012,Willy Wonka,ENANA DIME QUE SE SIENTE SER PUTA,None,None
36549,002,Annoying Gamer Kid,YA  ESTA ERES MIOO,None,None
36552,009,No me digas,q haces  Sheyla,None,None
36558,001,Ancient Aliens,y dime una cosa  quien crees que lo haga,None,None
36562,009,No me digas,puta de mierda puto,None,None
36563,012,Willy Wonka,fd fdd,None,None
36568,005,Disaster Girl,uhh creo q me pase asi me aran caso y me comprar mis garatos,None,None
36572,007,Futurama Fry,no es de este mundo  es bonita y linda,None,None
36578,007,Futurama Fry,Nose si la habia visto Antes esas gafas,None,None
36600,010,Prepare Yourself,tranquilazate  mi estimado alcon viejo ..xq .. llevas tu presa y no comes .......,None,None
36619,007,Futurama Fry,DEJALO ASI,None,None
36626,004,Bad Luck Brian,Dice que Italia salE caMpeon No pasa El grupo,None,None
36637,007,Futurama Fry,te estoy vigilando HIJO DE NJGBVNDFMJGN E E E MAS TE VALE PJDCHFHGHU E E,None,None
36638,009,No me digas,MEXICO VENCE A HOLANDA chido tu cotorreo,None,None
36653,008,Matias Prats,ATENCION.... SE REGALAN PARTES .....,None,None
36654,009,No me digas,te dicen topo no me digas,None,None
36677,004,Bad Luck Brian,INICIA EL BARDO NO SE LAS BANCA,None,None
36678,008,Matias Prats,se robaron el shampoo de sebastian... el asaltante no perdio la cabeza,None,None
36680,004,Bad Luck Brian,insultamos a felipao perdimos por arroyo,None,None
36688,012,Willy Wonka,es una cosa que tu te pones apensar y dices csm 4,None,None
36693,007,Futurama Fry,¿me estas cargando?,None,None
36694,009,No me digas,acusalos con la  fepade !!!!,None,None
36695,008,Matias Prats,LUIS ZUARES MUERDE A CHIELLINI ES UN DELANTERO CON HAMBRE DE GOL,None,None
36706,007,Futurama Fry,QUIEN ESTA AHÍ ??? ES OTRO GATO,None,None
36724,001,Ancient Aliens,sino vienes a burgos te comes un pollon asi,None,None
36731,007,Futurama Fry,pero tendre mi venganza...,None,None
36741,011,Problems,le dije que salia su embarque el viernes se lo entregue un mes despues,None,None
36747,012,Willy Wonka,Asi que te crees tIco... Cuentame mas,None,None
36748,010,Prepare Yourself,estoy pensando en mi suegro,None,None
36751,012,Willy Wonka,¿SE TE PERDIERON LOS CUADERNOS? cUENTAME MAS,None,None
36757,007,Futurama Fry,Yo sabia que el baile del monito jorobado terminaria en chanchito volador,None,None
36766,012,Willy Wonka,asi que cuidadito...  c:,None,None
36768,013,Yao Wonka,chistes cortos y rapido.,None,None
36774,004,Bad Luck Brian,puede tomar te en el aire no puede hacer una redondilla,None,None
36781,013,Yao Wonka,soy el dueno de la dulceria mas grande del mundo y soy diabetico,None,None
36785,011,Problems,Ya no soy la pollo De antes !,None,None
36795,006,Filosoraptor,cuanto es 2+2,None,None
36797,006,Filosoraptor,sI NEY TE VACILA BUSCA RABO?,None,None
36801,004,Bad Luck Brian,compra tennis nuevas en runners no hay entrenamiento,None,None
36809,002,Annoying Gamer Kid,ME VOY DE PINTA Y VOY A JUGAR PLAY EN INTERNET LUCEROS,None,None
36811,004,Bad Luck Brian,se prepara toda la semana para la disertacion  tiene un 2,None,None
36812,013,Yao Wonka,y yo soy superman,None,None
36815,013,Yao Wonka,oye boya tu eres huevon... o te llamas ramon,None,None
36821,009,No me digas,EN MI TIENDA SE ACEPTA DINERO,None,None
36827,004,Bad Luck Brian,vuelve con su nobia termina a la semana despues,None,None
36829,006,Filosoraptor,si yo quiero mucho ami mejor amiga y mi mejor amiga mequiere deberia invitarla a salir,None,None
36830,001,Ancient Aliens,­ Aliens,None,None
36832,004,Bad Luck Brian,vuelve con su novia termina a la semana despues,None,None
36840,006,Filosoraptor,sino ubiera paneton de luca chinA QUE ESTARIA COMIENDO SARA SERIO,None,None
36851,012,Willy Wonka,AsI que tu eres mario Dime que se siente recibir un carinito de benze?,None,None
36853,012,Willy Wonka,AsI que tu eres mario... Dime que se siente recibir un carinito de benze?,None,None
36858,006,Filosoraptor,me hare de sabi asi subire rapido,None,None
36870,012,Willy Wonka,david q mierda jugaste el otro  dia ve si te pones las pilas mal pario,None,None
36875,006,Filosoraptor,De que religion es... ...el papa nicolau??,None,None
36876,005,Disaster Girl,dijo que le gustaban los doritos dijo,None,None
36880,001,Ancient Aliens,ESO SOLO TIENE UNA EXPLICACION RAP,None,None
36881,006,Filosoraptor,"cuales seran mejores jugadores de yugioh en rep. dom? santo domingo norte, santo domingo sur, santo domingo este o santo domingo oeste?",None,None
36893,013,Yao Wonka,nosotros tenemos  a diego jajaja xd,None,None
36902,011,Problems,I CAN'T AFFORD CONCERT TICKETS BECAUSE I SPENT ALL MY MONEY ON CONCERT TICKETS,None,None
36905,004,Bad Luck Brian,usa ecobici de lunes a viernes trabaja en su carro viejo los sabados,None,None
36907,003,Ay Si,Ay si ay GREGORY  Y SU HAREN,None,None
36909,012,Willy Wonka,que se siente que te gusten casi todos los de RRD,None,None
36921,006,Filosoraptor,Si los invito a ver mi pelicula gratis y los invito al beisbol me van a dar el voto aunque el pri me patrocine,None,None
36924,004,Bad Luck Brian,chercy dame like,None,None
36929,012,Willy Wonka,ASI Q NO TE GUSTA ESTUDIAR SERIA UNA PENA DESIRTE Q MORIRAS SOLO,None,None
36938,011,Problems,Se va la luz tambien se va el agua,None,None
36952,005,Disaster Girl,yo no fui jijijij,None,None
36954,005,Disaster Girl,yo no lo ise jijijij,None,None
36955,006,Filosoraptor,Por que me diran lagarto? pues si soy igualito,None,None
36956,004,Bad Luck Brian,preguntar como estas y te responden aqui estamos!!,None,None
36958,001,Ancient Aliens,solo hay una explicacion para esto MAterial audiovisual,None,None
36991,004,Bad Luck Brian,hacer una reforma educacional y mantenerles el mismo salario a los profes,None,None
36993,003,Ay Si,Ay sI. Ay si henago  Yo paso jaja,None,None
37001,003,Ay Si,ay ya !!! la negra tiene tumbao,None,None
37014,011,Problems,Hay NO OTRO DOMINGO SIN IR A MISA jUEGA MEXICO,None,None
37038,001,Ancient Aliens,excelente historia  pero le faltaron aliens,None,None
37040,011,Problems,otro gol dechile mamones :(,None,None
37041,004,Bad Luck Brian,crea memes... no los sabe mandar,None,None
37042,011,Problems,todos menos roD...,None,None
37045,011,Problems,POR QUE TU PAPA  NO USO CONDON,None,None
37051,009,No me digas,"""no me digas encerioo""",None,None
37069,011,Problems,llorar por ayguien k  no vale la pena noooooooooooo,None,None
37078,013,Yao Wonka,Que se siente que los estudiantes estemos viendo el partido y los profesores en un congreso jajajaj,None,None
37079,011,Problems,porque no te aborte :(,None,None
37087,006,Filosoraptor,ADORAR A SATAN NO ES MAS ESTUPIDO QUE SER UN CRISTIANO?,None,None
37105,002,Annoying Gamer Kid,no ME SALE jogo bonito tiro el turu ruru,None,None
37120,003,Ay Si,c a m p a r i       y o   n o   t o m o,None,None
37122,012,Willy Wonka,Asi que te reganaron... Dime que Se siEnte ser tan pendejo,None,None
37123,012,Willy Wonka,yammi  te doy hasta que 2+2 sea 5,None,None
37138,003,Ay Si,que asco  huele a mota,None,None
37159,003,Ay Si,que miedo colombia en octavos,None,None
37164,009,No me digas,te  aplaudo,None,None
37181,012,Willy Wonka,Mas que rancheras te salen bien las canciones de perdedor,None,None
37188,004,Bad Luck Brian,¿puedo ser su alumno maestra karlita?,None,None
37189,004,Bad Luck Brian,Sale en Ensenada  sports sale en muletas,None,None
37191,001,Ancient Aliens,Solo hay una explicacion para esto ANTHONYS,None,None
37195,003,Ay Si,uno se maquilla y ya la creen megan fox,None,None
37198,013,Yao Wonka,pickea a jax le sacan a teemo,None,None
37201,004,Bad Luck Brian,se vuelve millonario se junta con pirulo y se gasta todo en guaro,None,None
37208,001,Ancient Aliens,mR. SOLANICH,None,None
37220,003,Ay Si,hay si hay si  mi hermano,None,None
37238,003,Ay Si,AY SI ANDRES NO  TE LO VOI A MOSTRAR JAJAJAJ,None,None
37244,011,Problems,Dios Mio porque solano habla tanta guevada,None,None
37249,012,Willy Wonka,"eNTONCES ERES CANTANTE... ¿pOr que no cantas la de ""el perdedor""?",None,None
37253,002,Annoying Gamer Kid,puedo convertirme en leon en nivel 1 con nidalee soy hacker,None,None
37261,001,Ancient Aliens,mira yim justo cuando te sentias perdido,None,None
37269,003,Ay Si,"uy si,uy si soy tita y soy guapa",None,None
37273,003,Ay Si,que frank patinho kiere ser famoso,None,None
37274,008,Matias Prats,no te olvides mus tapas burro de mierda,None,None
37276,001,Ancient Aliens,suarez ...,None,None
37279,008,Matias Prats,no te olvides mis tapas burro de mierda,None,None
37281,012,Willy Wonka,Roberto  que se siente ser cojo,None,None
37285,003,Ay Si,"mi mama le manda a decirq ustd es una mala influencia, q no m invite a salir",None,None
37287,003,Ay Si,Ami no me jodas  tu fumas algo,None,None
37293,003,Ay Si,mi mama le manda a decir q yo me ajuicie y no puedo salir q no insista,None,None
37295,003,Ay Si,YA ME LLEGO EL oLOR JUNIOR  NO TE PREOCUPES LO MANDO A CAPITAL,None,None
37296,008,Matias Prats,ULTIMAS NOTICIAS DAIGORO HP GANO LA GUERRA!!,None,None
37297,009,No me digas,Con que. Viendo juego yerzon!!!  Ay es q beber.. Pura culiadera,None,None
37298,001,Ancient Aliens,todo eso es  para tu mama,None,None
37302,008,Matias Prats,BUENOS DÍAS RECUA DE MANDRILES,None,None
37307,008,Matias Prats,REPITO MARICAS DAIGORO HP GANO LA GUERRA!!,None,None
37310,008,Matias Prats,en otras noticias la maite se buelbe a caer,None,None
37318,012,Willy Wonka,dice que no es cabro y hagarra  el huevo a todo el salon =D :3,None,None
37326,004,Bad Luck Brian,se dobla el dedo Le enyesan el brazo,None,None
37332,007,Futurama Fry,acaso soy el unico  que tiene cerebro!,None,None
37337,008,Matias Prats,en las noticias de hoy me imforman q ay un pajaro bolando no un sapo no una mosca  no el es condorman xdxdxdxd,None,None
37341,008,Matias Prats,el criminal capturado tenia armas en el congelador resulta que mataba a sangre fria,None,None
37342,002,Annoying Gamer Kid,IMpatado JA JA JA !,None,None
37345,008,Matias Prats,en otras noticias radiohead es mejor que stone temple pilots,None,None
37346,012,Willy Wonka,"la naty jura que le boy a desir jajajaj""",None,None
37351,004,Bad Luck Brian,sale bien en el examen reprueba por tasks,None,None
37353,012,Willy Wonka,asI que tiene un samsung galaxy digame senor que se siente que su celular sea mas inteligente que usted?,None,None
37356,003,Ay Si,AY SI  USTEDES FUMARON ALGO,None,None
37369,013,Yao Wonka,xfis  no seas tan mala conmigo,None,None
37372,008,Matias Prats,el 99.9% de colombia prefiere a pekerman como presidente,None,None
37388,001,Ancient Aliens,excelente historia le falto comida pero bonita historia,None,None
37389,001,Ancient Aliens,SEGUN MIS CALCULOS  FRANCIA Y SUIZA PASAN,None,None
37402,001,Ancient Aliens,ESTO PIENSO maldito maduro,None,None
37410,009,No me digas,mierda para  eres mas feoque mi papi en calzones,None,None
37415,001,Ancient Aliens,marroquin le va a los 32 equipos del mundial,None,None
37424,003,Ay Si,pos  seeee,None,None
37427,008,Matias Prats,me acaban de informar  que si te inporta,None,None
37429,009,No me digas,las mujeres hablando del mundial  les preguntan que es fifa,None,None
37430,001,Ancient Aliens,LA SELECCION COLOMBIA... SON ALIENS,None,None
37433,001,Ancient Aliens,falasias y  mas falasias,None,None
37434,001,Ancient Aliens,buen chiste metamos un chibo a un horno pa celebrar,None,None
37435,001,Ancient Aliens,una asi queres babydi,None,None
37436,001,Ancient Aliens,Muy bien Irv Pero le faltaron putas atu comentario,None,None
37447,005,Disaster Girl,y a esta chibola  que le pasa ?,None,None
37449,008,Matias Prats,en otas noticias el niOo efrain! !esta acabado!,None,None
37451,012,Willy Wonka,conque te crees muy listo e quien es mas fuerte gohan o trunks,None,None
37457,006,Filosoraptor,me dijo bebe querra que me embriague o le falto el acento?,None,None
37458,003,Ay Si,AY SI AY SI AHORA ES UN DELITO COMENTAR,None,None
37459,005,Disaster Girl,Mis vecinos escuchaban cumbia pero ya no,None,None
37471,008,Matias Prats,entre otras noticias susan descansa los miercoles es una chica de miercoles,None,None
37477,005,Disaster Girl,ari no me enseno la venganza es dulce,None,None
37478,004,Bad Luck Brian,juega chile el sabado y con asado tiene prueba de biologias y weas,None,None
37479,007,Futurama Fry,me gustaria ver a argentina jugando con ocho cambios y q empieze sin messi,None,None
37485,006,Filosoraptor,nose si sale haci  porque esta chupando el pico o que ?,None,None
37489,004,Bad Luck Brian,Se queda solo en casa en su primer peda choca el carro,None,None
37490,011,Problems,No tengo miedo de intentarlo otra vez tengo miedo a sufrir por la misma razon te extrano,None,None
37494,007,Futurama Fry,Asi Q Eres Fan De Porta!? Aver Como Se Llamo su primera cancion!?,None,None
37503,007,Futurama Fry,y... se tiraron el estado,None,None
37506,007,Futurama Fry,QUE ASASES TE VEOO JAJAJAJAJA,None,None
37516,005,Disaster Girl,MESSI ES PECHO FRIO DECIAN DECIAN,None,None
37525,004,Bad Luck Brian,quiere tener accion su novia prefiere tomarse selfies,None,None
37538,004,Bad Luck Brian,por eso el cepu quedo bien .. pero bien bajo en los dos examenes,None,None
37541,001,Ancient Aliens,la solucion para quitar el hambre del francis prana!,None,None
37544,012,Willy Wonka,que parte de macho peludo que se  respeta no manyan,None,None
37551,012,Willy Wonka,que parte de macho pecho  peludo que se  respeta no manyan,None,None
37554,008,Matias Prats,entre otras noticias... sharow no puede pensar por culpa del trago,None,None
37558,005,Disaster Girl,ella me ignoro cuando le pedI su nuevo numero yo ignore sus gritos!,None,None
37569,001,Ancient Aliens,yair rosas es una especie de  dinosaurio .. es el hijo de godzzilla,None,None
37572,001,Ancient Aliens,... hombres,None,None
37575,006,Filosoraptor,yair rosas es mi hermano  lo an visto por ahi ??,None,None
37579,001,Ancient Aliens,se creen los mas lindos  kurama y rhoy,None,None
37581,006,Filosoraptor,Fuimos a planear la fiesta O hablar del futuro de paulina?,None,None
37586,006,Filosoraptor,Si dios nos hizo a su imagen y semejanza.... por que no somos invisibles?,None,None
37588,003,Ay Si,ay si! ay si!  me arde el chiquitin!!,None,None
37589,001,Ancient Aliens,Que Broma tan buena solo un primo tuyo te lo puede aplaudir,None,None
37593,008,Matias Prats,bueno senores adictos al FB  esta a sido toda la transmision de memes por hoy hasta manana,None,None
37597,006,Filosoraptor,dasdadadad asdasdaddasdasdas,None,None
37603,009,No me digas,a nombre vos?,None,None
37615,006,Filosoraptor,Si robo el Wi,None,None
37623,003,Ay Si,como estoy bien nalgon humillo a mi novia,None,None
37625,006,Filosoraptor,ose,None,None
37627,006,Filosoraptor,si no  quierre arreglar las cosas manana ni pasado manana ? sera que quiere el  27 ?,None,None
37639,001,Ancient Aliens,en la manana hace sol y en la tarde llueve loja,None,None
37647,013,Yao Wonka,ya pues monica  ya no sigas con tus PAYASADAS,None,None
37652,005,Disaster Girl,tito trabajaba en el carrito trabajaba...,None,None
37667,012,Willy Wonka,Cuentame esgard Que se siente dejar el face abierto?,None,None
37668,012,Willy Wonka,Con que tienen parcial manana que se siente estar leyendo a ultima hora,None,None
37685,012,Willy Wonka,Dices que excentaste todas las materias... Cuentame que hiciste para conseguirlo,None,None
37690,011,Problems,suarez Dijo que me iba a chupar me mordio,None,None
37693,003,Ay Si,hay si hay si soy ale y me creo por mi foto,None,None
37701,012,Willy Wonka,asi que entras a facebook tarde que se siente que no este nadie conectado,None,None
37705,012,Willy Wonka,Dices que eres rara? Dime Que se siente al saber que hay un hombre que te quiere por como eres,None,None
37718,012,Willy Wonka,Cuentame Dianita que se siente  no pertenecer al club de personas super,None,None
37719,003,Ay Si,oh yea oh yea my parents are rich so i buy lot of points,None,None
37725,003,Ay Si,Ay si.   Ay si.  Mucho amor Y ni un  mensaje en todo el dIa,None,None
37726,005,Disaster Girl,niegame a pieynita y veras!!!,None,None
37729,012,Willy Wonka,Asi Que te la corTas manAna  Dime que se siente Q sea tu 1ra vEz conmigo,None,None
37731,003,Ay Si,hay si hay si como se compro su mascara ahora puede cagar en paz,None,None
37733,012,Willy Wonka,¿asI que te copiaste en naturales? que se siente tener un pobre autoconcepto de ti y necesitar ayuda,None,None
37734,012,Willy Wonka,so how do you feel knowing that daddy pay your bills?,None,None
37744,012,Willy Wonka,aver rockeros y metaleros que bandas escuchan en este momento,None,None
37745,007,Futurama Fry,si  hablamos feo a los  holandeses nos betan?,None,None
37746,012,Willy Wonka,aver rockeros y metaleros que banda escuchan en este momento,None,None
37747,013,Yao Wonka,ayudame que no tengo amor de madre  perroooo ayudameeee,None,None
37748,012,Willy Wonka,richard.... que se siente que tu enamorada siempre te gane??,None,None
37768,006,Filosoraptor,AY SI AY SI COLOMBIA RARARA Y SI HBLAN MAL DE NOSOTROS,None,None
37774,006,Filosoraptor,Te reto a poner tu whatsapp y hacer agregada masiva,None,None
37777,006,Filosoraptor,y si zay recapacita y acepta que si era anfipatico,None,None
37778,003,Ay Si,"AY sI, Ay si te sabes toda la literatura de AA Pero Siempre andas como pedo En bacinica",None,None
37784,006,Filosoraptor,ponele quien es ponele?,None,None
37785,002,Annoying Gamer Kid,Hace tiempo record Olvida grabar el stream,None,None
37796,003,Ay Si,AY si Ay si Dicen Que se saben toda la Literatura de AA Y siempre andan como pedo en bacinIca,None,None
37797,006,Filosoraptor,y dime que sentistes al escribir eso?,None,None
37804,012,Willy Wonka,AsI que estudias Artes en DIESELPUNK ? Dime: que se siente saber que seras bien chingon?,None,None
37815,007,Futurama Fry,ESTOY CIEGO  O ESTOY VIENDO UNA MIERDA DE FOTO,None,None
37827,004,Bad Luck Brian,"le gusta una chica , la besa es lesbiana",None,None
37829,001,Ancient Aliens,Ariel eres un  Semejante hijo puta,None,None
37830,004,Bad Luck Brian,va a metepec... la asaltan,None,None
37831,003,Ay Si,hay yaaa el mas que jode,None,None
37833,007,Futurama Fry,No se si esto es la copa del mundo O la copa america,None,None
37835,006,Filosoraptor,Si Suarez muerde y no pasa nada se pondra de moda la violencia en el futbol?,None,None
37840,001,Ancient Aliens,asI de grande tiene el lomo ese maje,None,None
37844,008,Matias Prats,carlos  sabe ..!! lol,None,None
37847,008,Matias Prats,y en otras noticias suarez se lesiono la quijada,None,None
37855,009,No me digas,tu madre  fijate,None,None
37858,012,Willy Wonka,que interesante lo tuyo puedes repetirlo?,None,None
37865,001,Ancient Aliens,grasias a los abanses tecnoloicos descubrimos k el papa de lukas buelbe en 5 anos,None,None
37867,005,Disaster Girl,"Claro que te quiero... si no, ¿por",None,None
37868,005,Disaster Girl,"Claro que te quiero... si no, C¿por que crees que te aguanto?",None,None
37869,007,Futurama Fry,hay crisbell no me digas que eres burrita jajajajajaj,None,None
37874,009,No me digas,ahora lo he visto todo,None,None
37878,001,Ancient Aliens,Solo hay una EXPLICACION para esto  CUCOS,None,None
37882,001,Ancient Aliens,. .,None,None
37883,001,Ancient Aliens,bdhdhd njjd,None,None
37885,001,Ancient Aliens,enserio como joden,None,None
37890,007,Futurama Fry,pequeno  lenin,None,None
37901,007,Futurama Fry,Vos sos mula Oh te haces...???,None,None
37910,012,Willy Wonka,no podes ser mas pelotudo gordo choto,None,None
37933,007,Futurama Fry,... ...,None,None
37935,006,Filosoraptor,CREO QUE ME COMÍ AL QUE LES PAGABA SU SUELDO ASI QUE SIGAN ESPERANDO,None,None
37940,009,No me digas,adivina que  hoy no dormimos,None,None
37941,009,No me digas,No chinges  Hoy no duermo cabron,None,None
37942,004,Bad Luck Brian,VA HACER DEPORTE LE DA UN PARO CARDIACO,None,None
37945,011,Problems,Porque diablos te rapaste Ya no eres german ahora eres pitbull :(,None,None
37947,011,Problems,si no me invita a su pachanga juro que me mato! me mato!,None,None
37950,011,Problems,mi vida gira alrededor de la pachanga de la anahi,None,None
37952,011,Problems,el pachangon de la anahi le da sentido a mi vida,None,None
37953,011,Problems,que seria de mi sin la pachanga de la anahi,None,None
37960,008,Matias Prats,Informes Disen que su mejor amiga la ama mas que nada en el mundo y que daria la vida por usted,None,None
37962,008,Matias Prats,En Otras Noticias Maye dice que ama a laura con todo su corazon,None,None
37967,007,Futurama Fry,Mmm parece q aaron no tiene pene O sera q Sus pIernotas lo Ocultan,None,None
37971,009,No me digas,"OyE tE caiste Nooooo, no me digas",None,None
37973,006,Filosoraptor,Calculando todo lo q conSume aAron En pocos anos nos quedaremos sin aire y comida,None,None
37980,007,Futurama Fry,si no me invita le arruino el pachangon,None,None
37984,009,No me digas,manana es lunes y yo sin salsa muy gallo,None,None
37986,012,Willy Wonka,Dime que se siente amar Pero no tener Amor,None,None
37991,008,Matias Prats,en otras noticias este  pendejo se cree pro,None,None
38005,008,Matias Prats,en otras noticias joven muere ahogado por sus propios peos,None,None
38006,009,No me digas,no te creo rey,None,None
38012,013,Yao Wonka,ASI QUE QUIERES USAR FACE PARA que te pasen EL EXAMEN DE PCI DIME QUE SE SIENTE QUE NO ENTRE FACE EN LA RED UNISON NI LA DE MAESTROS,None,None
38032,008,Matias Prats,la esperanza es la ultima q se pierde todavia tenemos q sonar q se puede sera dificil pero no imposible vamos honduras si podemos yo te apoyo al 100% viva hondu,None,None
38034,012,Willy Wonka,que interesante sigue contandome...,None,None
38035,004,Bad Luck Brian,va a su primera demo olvida el deposito del agua,None,None
38047,009,No me digas,ponte a llorar  me pela la verga,None,None
38051,001,Ancient Aliens,en serio me las tienes asi de hinchadas,None,None
38053,002,Annoying Gamer Kid,bien otro hater mas lo baneare para que vea que me importa,None,None
38054,009,No me digas,en serioo !! ? no me digas !,None,None
38055,001,Ancient Aliens,en casa y aguantando hambre Andrea,None,None
38061,005,Disaster Girl,le hice el servicio en 3 habitaciones me dijo talvez para el bono compro mi ritello,None,None
38062,013,Yao Wonka,tomalo  como quieras,None,None
38063,001,Ancient Aliens,DEBEN SER ALIENS  FAVIER,None,None
38064,009,No me digas,MEXICO VA A PERDER CON HOLANDA NO,None,None
38070,001,Ancient Aliens,. hipsters,None,None
38071,001,Ancient Aliens,aridai tiene el trasero asi de grande y bueno,None,None
38073,004,Bad Luck Brian,gilea a una mocosa su cunado es narco,None,None
38074,011,Problems,mi mama no acepta que soy lesbiana,None,None
38076,004,Bad Luck Brian,juegan un calis  pierden!,None,None
38079,004,Bad Luck Brian,intenta matarse un zancudo se pega el solo y se fractura la mano,None,None
38085,004,Bad Luck Brian,Todo el mundo en #modomundial el en ayudantia de IPMF,None,None
38088,004,Bad Luck Brian,Todo el mundo en #modomundial elLos en ayudantia de IPMF,None,None
38091,001,Ancient Aliens,disculpa dijiste aliens?,None,None
38092,001,Ancient Aliens,roberto megamente existe,None,None
38094,007,Futurama Fry,pero si ya hemos terminado las clases... para que el rimel?,None,None
38097,011,Problems,rosa por favor dejame dormir ya no aguanto tus pedos en la noche,None,None
38098,011,Problems,modric amor porque abriste el hocico,None,None
38101,003,Ay Si,se siente la diva y quiere un poster de justin bieber,None,None
38107,003,Ay Si,no busques mas,None,None
38108,008,Matias Prats,ultimo momento la kuki no puede aspirar..,None,None
38113,006,Filosoraptor,a c,None,None
38116,003,Ay Si,Ay si Ay si  gano mexico,None,None
38122,004,Bad Luck Brian,SE aprende el examen de memoria cambian el examen y la deja para extraordinario,None,None
38134,007,Futurama Fry,HAY VECES QUE VEO A UN GORDO Y ME PREGUNTO ¿ESE FUE EL ESPERMATOZOIDE MAS RAPIDO?,None,None
38137,006,Filosoraptor,"No se si me lo parece, pero... ¡Leila no tiene suenos!",None,None
38143,001,Ancient Aliens,aliens? bugarrenos,None,None
38144,001,Ancient Aliens,... bugarrenos,None,None
38146,011,Problems,"me dijeron, vente a sepa lo pasaremos bien. hace meses que no escucho un chiste.",None,None
38152,009,No me digas,ASÍ QUE DICES QUE UN RAYO SE COLO POR EL INVERSOR nomedigas,None,None
38158,001,Ancient Aliens,esteban quizas fueron los aliens,None,None
38162,006,Filosoraptor,gracias por su atencion preguntas?,None,None
38169,008,Matias Prats,la consideraban una tia de usar y tirar,None,None
38170,009,No me digas,no ME DIGAS,None,None
38175,001,Ancient Aliens,probablemente el mejor next,None,None
38181,001,Ancient Aliens,No critico los juegos de pc por su calidad pero los de consola tienen mas calidad,None,None
38196,001,Ancient Aliens,ninos de primaria que no dicen frases de la que se avecina aliens,None,None
38200,003,Ay Si,"aaaayyy si, si... el no quiere  que le hablen del temblor",None,None
38205,011,Problems,me dijo tranquila es como un yogur,None,None
38224,012,Willy Wonka,yo no me pierdo el fieston de este finde en la Lopez va a ser un desparrame!!!,None,None
38226,010,Prepare Yourself,preparaos usuarios se vienen mas y mas  carteles sobre la mordida de Suarez,None,None
38233,012,Willy Wonka,AsI que tomas sigue en el wc.... Es terrible no?,None,None
38238,012,Willy Wonka,tERMINASTE TU ENSAYO ... DIME QUE SE SIENTE SABER QUE TIENES QUE ESTAR A LAS 11:00 EN CATO,None,None
38240,011,Problems,TE conectas... Y YA NO ME hablas,None,None
38242,012,Willy Wonka,ERES PENDEJA O TE HACES? HAHHAHAHAHAHHAHA GIADA SORIA,None,None
38254,011,Problems,no nada mas es darle me gusta o compartir hay que ayudar a los animales en serio,None,None
38258,011,Problems,jose te debo mi vida entera. gracias,None,None
38264,012,Willy Wonka,AsI que sabes de futbol? Por que chucha tus pRonosticos valen hongo??,None,None
38265,003,Ay Si,que  paso  yo no ise nada yo soy inosente culpen a el el fue el que lo iso yo no lo hice hua jajaja,None,None
38266,003,Ay Si,"DESCULPA AE FERA SE O NEY FALOU, TA FALADO!",None,None
38282,011,Problems,PORQUE... SOS TAN PUTO..?,None,None
38289,006,Filosoraptor,ja ja ja  para suares,None,None
38307,006,Filosoraptor,si a luis suarez le gusta morder podriamos decir que es un depredador del gol?,None,None
38309,001,Ancient Aliens,Se la pasan haciendo bullyng en computo Fanny y Belem,None,None
38312,001,Ancient Aliens,... iguazos,None,None
38318,005,Disaster Girl,Y MAOANA VOY AL ESTADIO DE LAS PALMAS,None,None
38336,012,Willy Wonka,Asi que nos has sAlido con fedy CuEnta mas...,None,None
38338,013,Yao Wonka,Y entOnces frEdy dijo Y fuimos al irtra,None,None
38339,008,Matias Prats,noti,None,None
38340,002,Annoying Gamer Kid,eres gamer aunque quieras esconderte,None,None
38349,011,Problems,ay Dios este neco me da un dolor de cabeza,None,None
38358,013,Yao Wonka,¿Cual garra charrua ivanosky? sera la muela charrua,None,None
38368,005,Disaster Girl,les dije tenia frio encendi la estufa las cortinas y la escalera,None,None
38369,012,Willy Wonka,so you like soccer,None,None
38370,012,Willy Wonka,so you like soccer tell me you feel not knowing ANYTHING,None,None
38374,003,Ay Si,"HAY ya Como LA chamaquita SE PUSO BRAVA, AHORA HAY que cojerle MIEDO!!",None,None
38380,012,Willy Wonka,y Decime. .. cuanto llevo de pan?,None,None
