id ,plantilla,texto
 973602, Personalizado, march puta 
 973603, I Hate, nooo!! semana de parciales 
 973604, Troll, sin la marihuana no puedo vivir 
 973605, Y U No, Por que potedo esta en el grupo!! 
 973606, Bad Luck Brian, va a pipers le roban la maleta 
 973607, Challenge Accepted, aja!! ati te busca armando 
 973608, Personalizado, NO SE QUE ES UNA YO QUIERO UNA CASITA 
 973609, Willy Wonka, que estas emocionado por que viste a tu novia  dime que se siente saber que tu novia se emociona mas cuando ve a otra persona que no eres tu ? 
 973610, Willy Wonka, asi que quedaste pfu en la uis que se siente irse a las uts 
 973611, Troll, yo me pullo  con arepas y caraotas  
 973612, Ay Si, ay si  ay si tengo dinero y le hablo amis amigos cuando quiero ay si 
 973613, Keanu Reeves, Y SI LA JESSICA DEVOLVIO LA PLATA Y NOSOTROS NUNCA NOS DIMOS CUENTA 
 973614, Bad Luck Brian, METE MICRO 1 Y MACRO 1 LE TOCAN AMBAS CON EDWIN 
 973615, Chico Malo, hacer todo un proyecto para la proxima clase que cree que no tengo mÃ¡s trabajos?? 
 973616, Filosoraptor, si se llama globo el pez globo el pez mas deseado es el pezon? 
 973617, Pedobear, Donde esta! el niÃ±o del bus 
 973618, Yao Ming, solo los sexys siguen despiertos reportencen con un like 
 973619, Bad Luck Brian, hideki pelea con el microfono y pierde  
 973620, Bebe Exitoso, si !! tamal al desayuno 
 973621, Boromir, en su primera cita jhon  estuvo hazi te besarla a su flaca asiii 
 973622, Troll, nm gh 
 973623, Por favor, Michael Jackson Amame por favor! 
 973624, Willy Wonka, asi que comes manzana en clase.. dime que se siente que te hagan reir y no puedas hablar.. 
 973625, I Hate, nooo!! semana de parciales!! 
 973627, Bad Luck Brian, VA A SU PRIMERA CLASE LE TOMAN EXAMEN DE ENTRADA 
 973626, Personalizado, NO TENGO DIBUJARÃ‰ UNA CASITA 
 973628, Bear Grylls, vi economia y politica con doris aleman sobrevivi 
 973629, Personalizado, DEJALOS HARAN MUSICA DECIAN... NO CANTARAN TAN DE LA VERGA DECIAN.... 
 973630, Prepare Yourself, Donde estara? Pinche muffin medieval 
 973631, Challenge Accepted, SemiologÃ­a 2  con Douglas niÃ±o  
 973632, Bebe furioso, yo creo en papanoel  tu no porque no crees en lo q te dicen tus padres 
 973633, Yao Ming 2, el que te violo y te dejo mamando jajjajajaj 
 973634, Personalizado," Jumm ud creyo que le mandaria marihuana... ADEVINE QUE... ... prefiero darle rosas, culantro, manzanilla y apasota antes de marihuana "
 973635, Bad Luck Brian, Vive en un desierto se inunda  
 973636, Bad Luck Brian, Intenta impresionar golpeando la pared se rompe la mano 
 973637, Stoner Stanley, que tiene traste esa tipa mira  le hago si la cojo brrrrrr   
 973638, Sparta, eramos 300 y morimos llega pedro y otros 300 para luchar con noel 
 973642, Personalizado, pon @erii y la que salga tendra que darme un beso  
 973644, Yoda, candidato debes por favorito tu votar  
 973645, Greg, nlbkjb knk 
 973640, Por favor, YAPO HACEME UN KiKiTO 
 973646, Por favor, asi te pones cuando la dee secre te truena en el examen jeje 
 973643, Bebe Exitoso, fuck yeah me dijo hola creo que se acerca la boda  
 973639, Bad Luck Brian, Consigue su primera novia la matan 
 973641, Chico Malo, hacer todo un proyecto para la proxima clase que cree que no tengo mÃ¡s trabajos?? 
 973647, Fuck Yea, YO: Â¿Te tiraste a mi novia? SÃ“CRATES: YO SÃ“LO SÃ‰ QUE NO SÃ‰ NADA 
 973649, Ash Pedreiro, que pena con los queson feo por que yo soy muuuyyy lindo  
 973648, Bebe furioso, alegriaa sonriee mierdaa 
 973650, Ash Pedreiro, que pena con los queson feo por que yo soy muuuyyy lindo  
 973651, Chico Malo," hacer todo un proyecto para la proxima clase Â¿que cree ,que no tengo mÃ¡s trabajos? "
 973652, Personalizado, Que me miras? te gusto? 
 973653, Willy Wonka, asi que eres |aim|voltio dime que se siente que tu flaca te gane en pb 
 973654, Willy Wonka, asi que eres el famoso doble b dime que se siente ser sexy  
 973655, Problems," NO FUI A CLASE EXPLICO TEMA NUEVO, HIZO QUIZ Y RECOGIO EL TRABAJO "
 973656, Bad Luck Brian, va a cagar ala casa de un amigo se va el agua  
 973657, Personalizado, cantando taka taka  en el parcial de fisica 
 973658, Personalizado, sin la marihuana  no puedo vivir 
 973660, Personalizado, dame tu dinero  o si no te mato  
 973661, Personalizado, si no tuviste agugeros en las calcetas  no tuviste infancia 
 973662, Ancient Aliens, 
 973663, Y U No, porque los mosquitos chupan sangre y no grasa  
 973664, Overly Attached Girlfriend, asi que es tu prima? exigo prueba de adn 
 973666, Bebe Exitoso, te voi es a matar cupido por malparido. xd 
 973665, Ay Si, ay si ay si es septiembre y todos dan la vida por la patria y en noviembre venden el voto por una baleada 
 973667, Willy Wonka, asi quete molestan con tus super tirits... dime que se siente queres extirparlas.. 
 973668, Rage FU, estamos cagados 
 973669, Personalizado, sin la marihuana no puedo vivir 
 973670, Bad Luck Brian, MIRA A LOS DOS LADOS DE LA PISTA LO ATROPELLA UN AVION 
 973671, Personalizado, Â´ â™¥ villeda te amo â™¥ 
 973672, Sparta, NOOOOOOOO HAGAS SPAM 
 973673, Joseph Ducreux, tu SIEMPRE  estas peleando 
 973674, Personalizado, Si no vives en una de estas No se donde mierda vives 
 973675, Personalizado, a la mierda la dibujarÃ© mi casita 
 973676, Ash Pedreiro, Todas ustedes son... unas loquillas  
 973677, Personalizado, ven aqui amigo juguemos   al  dr 
 973678, Sparta, AAAAAaAAA aaaaaaa!!! 
 973679, Por favor, un favor me dejarias llevarte al camino de la felicidad? 
 973680, Fuck Yea, Yo escucho a michael jackson 
 973681, Bad Luck Brian, obtiene su certificado de locutor lo corren de la escuela 
 973683, Joseph Ducreux, palo de mango?? ja... yo le mando palo de anis fresco! 
 973682, Troll, si culiar debes darsi cuent 
 973684, Y U No, PORQUE MIERDA TE LLAMAN  O MENSAJEAN SIN DECIRTE QUIEN ES  
 973685, Prepare Yourself, el escudo no hace al urzaizta. Ser urzaizta es mÃ¡s que haber estudiado en la urzaiz. 
 973687, Y U No, pero que cual armando 
 973686, Y U No, JosÃ© Ãngel CÃ³rdova  si eres doctor porque eres el secretario de educacion 
 973688, Personalizado, nO TE metas.. con el dragon 
 973691, Bebe furioso, faltan pocos dias para presentar el proyecto 
 973690, Willy Wonka,   
 973692, Troll, SOY LINDO SERA 
 973693, Stoner Stanley, VAMOS A JUGAR DOMINO Â¿QUIEN TIRA LOS DADOS PRIMERO? 
 973696, Bad Luck Brian, pierde la materia con 2.9 se tira la habilitacion con 1.5 
 973695, Bebe Exitoso, La reina me ama puedo morir en paz 
 973697, Personalizado, soy jeampool ramirez y soy anti
 973698, Bad Luck Brian, Usa Parches para la ansiedad Lo operan. 
 973701, Okay Guy, le dije niko te amo me dijo  iuuu.! 
 973699, Ancient Aliens, 
 973700, Cereal Guy, me vale madre que me critiquen soy americanista y ya 
 973702, Fuck Yea, YO YA PASE HISTORIA DE LAS CIVILIZACIONES CON GAMBA 
 973703, Futurama Fry, no se si me dijo denos un tiempo o me mando a la mierda 
 973704, Personalizado, Defiende al pedÃ³filo nos enteramos que es su tÃ­o 
 973705, Mr Bean, luis sera  que te creo ??  
 973706, Joseph Ducreux, .  TU SIEMPRE estas peleando 
 973707, Y U No, solo porque brenda sea mas sexy que yo no significa que por cada 30 likes en su firma yo tenga 1 :( 
 973708, Futurama Fry, no se si me dijo denos un tiempo o me mando a la mierda y quiere con otro 
 973689, Troll, no te dire  nunca hahahahaha 
 973709, Personalizado, Uke en problemas? dame un segundo voy para alla 
 973694, Problems, le dije no me cojas del pelo i me dejo calva  
 973710, Personalizado,  ' Tienes inzektors?? 
 973711, Bad Luck Brian, va a museo para dar la vuelta en el trasmi lo violan antes de llegar a aguas 
 973712, Willy Wonka, con que ahora si te sientes Mexicano? dime que se siente no haber tenido huevos el 2 de julio 
 973713, I Hate, EL J24 SIEMPRE ESTA A REVENTAR 
 973720, Arnold, cuando pasas el examen del profe coronado 
 973715, Y U No, por que no venden un carro del rector y terminan de arreglar la c!!!!! 
 973717, Ay Si," Ay si, ay si  sooy muy importante porque me desconecto y la dejo hablando sola "
 973718, Ay Si, ay si ya si si como quieras bebito 
 973719, Personalizado, practica ninjitsu decian...sera divertido decian... no pasara nada decian...no te dolera decian... 
 973721, Me Gusta, me da unos  cacahuates de 20 
 973722, Personalizado, si no tviste un agujero en tu calceta  no tuviste infancia 
 973725, House, conque mala madre? mejor agua'e ruda! 
 973723, Ancient Aliens, MArin... me las Teni Asi CtmÂ´ree 
 973724, Bad Luck Brian, Se va de la escuela..... queda embarazada.. 
 973727, Yao Wonka, con que estas peliando por facebook dime que se siente morirte de miedo en persona 
 973714, Bebe furioso, peloss  media mas 
 973729, Disaster Girl," mis vecinos eran testigos de jehova ""eran"" "
 973728, Ay Si, ay si ay si haora  resulta  q  los fresas ya traen lonches de huevo  
 973730, Yao Ming 2, me dice lolo se llama rubicelia de los angeles 
 973731, Yao Ming, ASI QUE INTENTAS DERROTAR A CAMILO RAMOS EN UNA DISCUSIÃ“N LÃ“GICA  Â¿DIME QUE SE SIENTE SER TAN ILUSO? 
 973733, Willy Wonka, & dime que se sientee tener que copiar las imagenes de mi pagina 
 973716, Personalizado, nuevas paginas ........ nuevas paginas everywhere 
 973735, Willy Wonka," Dime,que se siente? Que pamela no ande contigo y con pepe si "
 973736, Stoner Stanley, pueden bajar el volumen?? no veo nada  
 973737, Arnold, cuando pasas el examen de el profe coronado 
 973738, House, conque mala madre? mejor ruda! es mejor para el cuerpo! 
 973739, Personalizado, nombre :        david santiago chamorro tapia  grado :                  7a 
 973726, Problems, faltan pocos dias para presentar el proyecto 
 973740, Por favor," Andreina, mi amor Â¿quedate conmigo siempre, si? "
 973741, Por favor, te quiero mucho princesa pero tengo miefdo de que me rechazes en el intento  
 973742, Ay Si," ay si ay si!! monja soy , monja sere "
 973743, Mr Bean, me disen marco collins y me creo muncho 
 973744, Bebe Exitoso, corina me ama!!! a la shed con todos!!! 
 973745, Futurama Fry, Jugaremos al ahorcado F_ _ _ _ _ _ a 
 973746, Por favor, me encantaria volver a la sierra negra los niÃ±os son tan tiernos 
 973747, Personalizado, estoy a la moda...... soy gay 
 973748, Yao Wonka, qu se siente cesare rojas  qu seas el mas pavo del lonsa  
 973732, Bad Luck Brian, hay marcha el miercoles a las 10 tiene parcial a las 8 
 973749, Personalizado, es jefa de grupo ignora a los maestros 
 973750, Ancient Aliens, .           .     
 973751, Sparta, NOOOOOO WEBEEES LVL MI MG MRD xD 
 973734, Desk Flip Rage Guy, porque siempre alan me deja hablando sola.l. 
 973752, Bad Luck Brian, obtiene su licencia  se pasa un alto y lo multan  
 973753, Steve Jobs, ahorrare para un nuevo ferrari 3..2..1...listo 
 973754, Joseph Ducreux, .                                                                                                                                                                                         .  TU SIEMPRE estas peleando 
 973755, Yao Ming 2, Deja tu lo guapo Soy de la buap 
 973756, Bad Luck Brian, El josue crea el grupo Nadie entra 
 973757, Willy Wonka, jhon asi que te crees el que preparastes el pie manzana que se siente que ahora sepan todos que lo mandastes a hacer  
 973758, Por favor, perdoname padre no vuelvo a comerme tu jamon 
 973759, Overly Attached Girlfriend, SI TU ME ERES INFIEL TE CORTO EL PENE  
 973760, Personalizado, como se hace el sexo oral decian  hay que intentarlo decian  
 973761, Problems, quiÃ©n va abrir yo abrÃ­ ayer 
 973762, Whyyy, la tareaaa noo miardA 
 973763, Por favor, seÃ±orita daniela le gustaria ser mi novia 
 973764, Bad Luck Brian, escuha justin bieber.. lo creen gay 
 973765, No me digas, me comi atu novia  que >:( 
 973766, Bad Luck Brian, Crean un Grupo Nadie entra 
 973767, Stoner Stanley, ese es mi unicornio 
 973768, Okay Guy, un meme por cuenta? okay  
 973769, Personalizado, JA!!!!!!!!!!!!!!!!!!!!!! te borro de facebook 
 973770, Troll, hola masturbado!!!! 
 973771, Willy Wonka," Dime,que se siente? ser parte de los warros "
 973772, Me Gusta, oigan oigan la abuela se pondra el bikini 
 973773, Personalizado, waaaaaaaaaaaaa un           sexy  sanjuanense    
 973774, Bad Luck Brian, juegan dota lizarme vs terrible les gana bbzito emoxito...! 
 973775, Willy Wonka, ASI QUE ERES FAN DEL EQUIPO VERDE QUE SE SIENTE QUE PIERDAN TODOS LOS DIAS  
 973776, Por favor, asi como cuando tu novia se duerme y no te dice te amoo bueno asi 
 973777, Personalizado, Â¿cual es el colmo de un zapatero? tener una mujer suela 
 973779, Por favor, Selenita4545 mE dAS rango :( 
 973778, Personalizado, Lloro como cristiano 
 973780, Bad Luck Brian, es dueÃ±o de un putiadero muere virgen 
 973781, Stoner Stanley, Estoy Viendo harry potter  en busca del pais de nunca jamas  
 973782, Bad Luck Brian, bruce asi q te gusta mostrar el huebito de codorniz en el parque guillen dime q se siente q la pelachii se vaya de boca y no tengas nada jojjojjjo 
 973783, Personalizado, le toma foto a su tortuga le sale movida 
 973785, Yao Ming 2, dormir eso es de humanos yo soy arquitecto 
 973786, Stoner Stanley, Estoy Viendo harry potter  en busca del pais de nunca jamas  
 973788, Joseph Ducreux, Allison no me caes... mentira guapetona!! 
 973789, Personalizado, el problema no es ir sin pisto a pradera el problema es que esta de moda esa mierda 
 973790, Ay Si, uy si uy si me voy a ir a argentina.. a jugar futbol.. 
 973791, Personalizado, PEDRO YA NO MAMES SUELTATE ES EL PUTO CHAPOTEADERO 
 973792, Forever Alone, HASTA LUIS FERNANDO ME IGNORA! ALONEEEE!! 
 973793, Yao Ming 2, le tarera el acudiente su puta madre 
 973795, Rage FU, CLASE DE 9  SON LAS 9 Y HASTA AHORA ESTAS EN EL PORTAL  ESPERANDO EL ALIMENTADOR DE CODITO 
 973794, Bear Grylls, como sobrevivir a una bandanime  con un micrÃ³fono troll por hideki  
 973796, Por favor, Perdon Dijeron .! Me Puso Los Cachos Dijeron ..!  .!  
 973797, Matias Prats, En Otra noticias Arilinda desapArece y el rastRillaje coNtinua 
 973798, Personalizado, le respones algo te pregunta la misma wea 
 973799, Whyyy, CRISTINA PORQUE MIERDA NOS SACAS LAS NOVELAS 
 973800, Por favor, MI MUÃ‘EQUITA TE EXTRAÃ‘O 
 973801, Okay Guy, Estoi solo sin  nadie que me ame 
 973802, Willy Wonka, ASi que te haces la dura Â¿dime que siente escribirle? 
 973803, Bebe Exitoso, Si soy el primero  en llegar a la cafeterÃ­a.  
 973804, Yoda, si almorzar en el restaurante quieres colarte en la fila debes 
 973784, Willy Wonka, Eres guapo y sexy que se siente ser parte de los warros 
 973805, Joseph Ducreux, MRD  Toadavia sigo sexy 
 973806, Mr Bean, GUILLE NO ME ENGAÃ‘AS ESTAS VIENDO PORNOOO ^^ 
 973807, Ay Si, ay si ay si que la pudul se baÃ±o 
 973808, Bad Luck Brian, no es de izquierda facho 
 973810, Bad Luck Brian, Tiene revelado para comite en 8mm se le vela la pelicula 
 973809, Boromir, uno simplemente... tiene que cerrar los ojos cuando saborio este frente al portero con el balon 
 973811, Problems, no jofre lo tenia superarchipekeÃ±o 
 973812, Bad Luck Brian, no es de izquierda le dicen facho 
 973813, Futurama Fry, AHORCADO T _ _ _ _ _ O 
 973814, Personalizado,  iâ™¥ antropolokos 
 973815, Stoner Stanley, que carrera le gustaria estudiar? si 
 973816, Y U No, Ali por que confundes los generos de los pronombres? 
 973817, Fuck Yea, Postula al credito se lo gana 
 973818, Annoying Facebook Girl," Trabaja en: ''No trabajo, mi papi paga todo''' "
 973819, No me digas, ASI QUE TODOS EN TU FAM SON DE LVL 10 A + NO ME DIGAS NI YUDAI TE CREE ESO 
 973820, Koala, MaÃ±ana es martes? no he hecho la tarea de la maestra silvia.. 
 973821, Por favor," Preciosa:$ Â¿hagamos el amor, si? "
 973822, Personalizado, ESTUDIA 5 AÃ±OS TURISMO SU META ES DOBLAR TOALLAS EN UN TELO DE LA COSTANERA 
 973823, Okay Guy, macro toca con enqueque virginia mi triste realidad 
 973824, Personalizado,   . y que despues llege un conchetumadre y le de una patada en la raja. 
 973825, Desk Flip Rage Guy, Ala mrd el cole el miercoles ay paro 
 973827, Willy Wonka, asi que te gusta hacerte el interesante dime que se siente ... bah a la mierda no se me ocurre nada 
 973826, Friki, NOVIA  EN QUE NIVEL SE DESBLOQUEA ESO 
 973828, Willy Wonka, asi que le vas a las chivas que se siente estar retrasaso? 
 973829, Personalizado, EncontrÃ© aL GATO de chuck Norris  
 973832, Anxiety Cat," VAS EN TRANSMI, CUANDO OYES SON LAS 9 HORAS DEL 3 DE SEPTIEMBRE DE 2012 "
 973836, Por favor, te amo hermana siempre estarÃ¡s en mi corazÃ³n *
 973833, Bad Luck Brian, enciende la licuadora skrillex lo demanda por derechos de autor 
 973834, Ay Si, ay si ay si  que la pudul se baÃ±o 
 973830, Futurama Fry, ahorcado L_S S_ _ _ _ _N 
 973831, Personalizado, cumple aÃ±os  lo caga una gallina  
 973835, Personalizado,"  luchoooooooooooooo ya era el soapisa, tambooooooor "
 973837, Friki, Mientras tu me ingnoras La base de datos de virus a sido actualizada 
 973838, Yo Dawg, LE ENCHULARA LA MAQUINA  SU PUTA MADRE 
 973839, Y U No, me gustas yo te gusto por que  mierda no somos novios 
 973840, Personalizado, like  si lo viste 
 973841, Filosoraptor, las chivas saben que ya empezo el torneo? 
 973843, Keanu Reeves, y tu como  sabesss 
 973845, Stoner Stanley, la masa del sol es igual a la calculadora  y loro  pero si rectamos la papa que tiene el aire es igual al escorpion   
 973842, Yo Dawg, no prefiero que me llamen gordo prefiero que me llamen a comer 
 973844, Willy Wonka, asi que le vas a las chivas dime que se siente estar retrasaso? 
 973846, Willy Wonka, ASI QUE NO PERDISTE NUNCA UNA MATERIA DIME QUE SE SIENTE REPETIR 3 VECES CPG 
 973847, Personalizado, LE TOMA UNA FOTO A SU TORTUGA LE SALE MOVIDA 
 973848, Willy Wonka," aSI QUE CREES EN LAS MATEMATICAS, QUE GANANDOLE A VENEZUELA SEGUIMOS EN CARRERA sACA LA RAIZ, LUEGO EL ANGULO DE LA HIPOTENUSA Y EL RESULTADO FACTORIZALO POR 10 Y NI ASI CLASIFICAMOS BABOSO! "
 973849, Personalizado, como no amarlas? si son las cositas mas bellas del mundo! 
 973851, Bad Luck Brian, compra gadgets por 160 u$s a china sale la ley para q la aduana te coja con los impuestos  
 973850, Bad Luck Brian, estudia toda la noche halogenos la dra. vero pospone el examen 
 973852, Rage FU, por k putas me dijo eso ajjjjjj  
 973853, Por favor, dijiste amor no masoquismo 
 973854, Ay Si," Â¡AY SI, AY SI! Â¡AY SI! "
 973855, Troll, ola ghjhjhhjjj 
 973856, Personalizado, gordita... TE AMOOOOOOO!!!! â™¥ 
 973857, Willy Wonka, asi que le vas a las chivas dime que se siente estar retrasado? 
 973858, Y U No," porque coÃ±o toda la gente confunde que batman, superman o linterna verde son de marvel? "
 973859, Personalizado, Es que   soy un perro 
 973860, Disaster Girl, mis vecinos escuchavan alavanzas pero ya no moajajaja 
 973861, Por favor," Cuelga tu, no cuelga tu... a las 3 colgamos los 2... "
 973862, Bad Luck Brian, El PRIMERO EN LLEGAR AL QUINO SE QUEDA EN LA PUERTA GILEANDO AL GUACHIMAN 
 973863, Personalizado, ese de atras es mephisto 
 973864, Yoda," si cojer tu quieres, hacerte el enamorado debes! "
 973865, Stoner Stanley, que carrera le gustaria estudiar? divertido 
 973866, Yoda, si ir a aÃ±o cero quieres likes conseguir en to much space debes 
 973867, Bad Luck Brian, compra un tsuru se lo roban 
 973869, Bad Luck Brian, Le Compran un alcatel de segunda Â¡Se lo roban! 
 973868, Yao Ming 2, Mientras tu me ignoras  la Delegada me macroII me pide mi correo 
 973870, Mr Bean, PARKOH A MI NO ME ENGAÃ‘AS ESTAS VIENDO PORNOOO 
 973871, Stoner Stanley, eres super linda a que hora sales del trabajo? 
 973872, Tyler Durden, asi como cuando tu novia se duerme y no te dice te amoo bueno asi 
 973873, Ay Si, Â¡ay si ay si le digo feo.. pero lo amoÂ¡Â¡ 
 973874, Futurama Fry, ahorcado #4 I_ _ _ _ _ _T 
 973875, Personalizado, .. promesa es promesa  
 973876, Por favor, se da la mano  parauna cachita 
 973877, Personalizado, Le HACEN UNA FIESTA  NOAPARECE EN LA FOTO 
 973878, Desk Flip Rage Guy, esto pasa cuando  me buscan pelea por facebook 
 973879, Stoner Stanley, LA MADRE de  tu concha all boys 
 973880, Ay Si," Ay si, ay si, soy beatlemaniatico y ya me creo sexy "
 973881, Disaster Girl, mis vecinos escuchavan alavanzas pero ya no muajajaja 
 973882, Ash Pedreiro, Tu y yo nena esta noche 
 973883, Yao Ming 2, De ardida  PASO A Â¿REZANDERA?  
 973884, Bebe Exitoso, pinchee gentee  
 973886, Stoner Stanley, Hola ana como estas ? si 
 973885, Ay Si, ay si ay si  me dan serenata y me creo mucha que hasta presumo a mis amigos  
 973887, Disaster Girl, tira un fosforo arriba de aceite decian no pasara nada decian 
 973888, Bad Luck Brian, Saca las copias de microeconomia para estudiar las deja en la casa del amigo.  
 973889, Bad Luck Brian, va a los talleres de gestalt ahora lo recuerdan por su mamÃ¡ 
 973890, Whyyy, cuando me daras  mis gatitos 
 973891, Yoda, si buenas calificasiones kieres sacar  del reina malandre debes copiar 
 973893, Retard Girl, Mi novio Se llama david :3 
 973892, Ay Si, ay si ay si!! hago tareas me hago la loca 
 973895, Futurama Fry, No se si me estas haciendo un cumplido  o me estas diciendo pendejo 
 973894, I Hate, cuando mi mama  me manda 2 veses a la tienda 
 973896, Mr Bean, EDWIN A MI NO ME ENGAÃ‘AS ESTAS VIENDO PORNOO ^^  
 973897, Stoner Stanley, Pikachu yo te elijo usa kame
 973898, Stoner Stanley, Pikachu yo te elijo usa kame
 973899, Bad Luck Brian, Toma ON se duerme  
 973900, I Hate, carajos deja de hablar de el y  superaloo! 
 973901, Problems," ASI Q, CORRE CORRE CORRE NOMAS MIERDA, SI IGUAL ERAS UN CHORO "
 973902, Ancient Aliens, tenia un culote y  lo deje irrÂ¡Â¡Â¡ 
 973903, Annoying Facebook Girl, FUI A ALEBRIJE & FUME  
 973904, Ay Si, ay sy ay si soy de los rdf  y  me creo muncho 
 973905, Forever Alone, MI NOVIA ES COMO GOKU NO EXISTE 
 973906, Sparta, oyeeeeeeeeeeeee orateeeeeeeeeee 
 973907, Stoner Stanley, hagamo un asado tomemo cafeâ™« 
 973908, Personalizado, cuando entras a la ut espectava  realidad 
 973910, Problems, jorge dia de las velitas 
 973909, Whyyy, por que moriste? chico che!! 
 973912, Bad Luck Brian, Saca riki le sacan gema a los 10 mins 
 973918, Troll, soy sahua the troller 
 973911, Bad Luck Brian, entrena meses para  el campeonato pierde el primer partido 
 973913, Trologirl," Jefe, Julio me estÃ¡ acosando sexualmente! Y Â¿q  te dice? Â¡Q rico huele tu pelo! "
 973914, Personalizado, describelos...1 palabra no se vale repetir 
 973915, Futurama Fry, AHORCADO #5 M _ _ _ _O 
 973916, Fuck Yea, ESTO SOLTERO â™¥  
 973917, Yoda, si buenas calificasiones kieres sacar  del reyna malandro debes copiar 
 973919, Sparta, EL SOFA es mioooo!!! 
 973925, Stoner Stanley,   
 973926, Personalizado, SE CREE MINO ... LE DICEN GUSANO DE PARRA ! 
 973923, Y U No, porque mrd se agotaron  las entradas para el partido de peru con argentina 
 973922, Personalizado, si no lo oiste cantar buchonadas  no tuviste infancia  
 973924, Bad Luck Brian, le dicen que coloque una ampolleta se le revienta! 
 973920, Disapproving Batman, no lo menciones robÃ­n pero trabajo  sobre patines en el dÃ­a para pagar el icetex 
 973921, Insanity Wolf, Â¡como que no hay horarios! Â¡Â¡es esto preescolar acaso!! 
 973927, Bad Luck Brian, cruza con verde  lo atropellan igual 
 973928, Ay Si, Ya QUIERO VER EL TRAJE DE FLAMAS DE BUNBURY!!! 
 973929, Ash Pedreiro, A LA MIERDA LA UNIVERSIDAD  YO SERE ENTRENADOR PUCHAMON  
 973931, Personalizado, Amor esTOY EMBARAZADA NO ME CREAS IMBECIL 
 973930, Stoner Stanley, SIN DUDA MICHAEL JACKSON ES EL MEJOR  BASQUETBOLÃSTA DE LA WWE. 
 973932, I Hate, Noooo!!! puente otra vez... 
 973934, Personalizado, cÃ¡llate poco hombre! 
 973933, Stoner Stanley, Mi Jonas Brother favorito de todo One direction  es Justin Bieber. 
 973935, Willy Wonka, asi que eres nena caritzi dime que se siente tener a sasuke como amigo? 
 973936, Bad Luck Brian," HAY UN NUMERO PAR DE ALUMNOS EN SU SALON QUEDA SOLO CUANDO EL PROFESOR DICE ""HAGAN EQUIPOS DE 2"" "
 973937, Willy Wonka, asi q juegas en desafio? dime. q se siente q te maten con cuchillo 
 973938, Challenge Accepted, Te reto a contar tu secreto en secreticos.co 
 973939, Personalizado, se pelea yÃ¼yi y mileena... la sacan a ella 
 973940, Bad Luck Brian, Le dan administrador a booter se lo quitan a los 10 minutos por eliminar a sebas 
 973942, Mr Bean, MARCOS A MI NO ME ENGAÃ‘AS ESTAS VIENDO LAS MALCRIADAS DEL TROME 
 973941, Overly Attached Girlfriend, Amor TE resetie el pj Lo borre e hice otro con mi nombre  
 973943, Ay Si," ay si, ay si,  ya se usar virtual dj y ya me creo tiesto "
 973944, Ay Si, ay si ay si no tengo que ver lecto
 973945, Problems," ASI QUE CORRE CORRE CORRE CORRE NOMAS MIERDA, SI IGUAL ERES LADRON "
 973946, Willy Wonka, A si que eres amigo de edwin? Dime que se siente ser tan chingÃ³n? 
 973947, Yao Ming 2, que triste es amar sin ser amado  es mas triste ir a estudiar maÃ±ana 
 973948, Personalizado, Si no te volo un balÃ³n no tuviste infancia 
 973949, Cereal Guy, mARY MI VIDA NOS CASAMOS ? 
 973950, Fuck Yea,    .     . 
 973951, Cereal Guy, mARY MI VIDA NOS CASAMOS ? 
 973952, Yao Ming 2, ser fiiel 
 973953, Personalizado, HOLA ME DICEN ARDILLA SCOUT 
 973954, Personalizado, HOLA ME DICEN ARDILLA SCOUT 
 973955, Yoda, SELLAR PUEDES  REGALARME LM TBN 
 973956, Por favor, JOSE ALAIN SANTA TE DEJAS TOCAR LA BUJIA :( 
 973959, Homer, Marge eres tan hermosa como la princesa leia y tan lista como yoda 
 973958, Bebe Exitoso, DEFINAN CON UNA PALABRA A NUESTRO ORIBE PERALTA 
 973957, Personalizado, marihuanicen la legalihuana 
 973960, Troll, venga agan sus preguntas ando de buenas    by lander 
 973961, Personalizado, marihuanicen la legalihuana 
 973962, Personalizado, Esta era una linda iglesia pero todo cambio cuando vikerness ataco 
 973963, Challenge Accepted, Te reto a contar tu secreto en secreticos.co 
 973964, Personalizado, describe a estos en 1 sola palabra 
 973965, Personalizado, apoyenlo nuevo talento de nogales   procseneta de las libretas nuevo demo en septiembre cominng sonn    
 973966, Pulp Fiction, si no eres justin biber te puedes retirar 
 973967, Personalizado, mas ordinario QUE   MANUELA chupÃ¡ndole Una tetilla a Edwin 
 973968, Stoner Stanley, cagas como hablas no?? te voy a reventar la casha oe cabeza 
 973969, Personalizado, hola sergio quieres ser mi setsi chambelan? 
 973970, Ay Si, AY SI AY SI  YA SE QUIEN VA A GANAR EL DESAFIO 2012 GRAN BAINA 
 973971, Personalizado, pasea con tu bici decÃ­an no le  pasara nada DECÃAN 
 973972, Yoda, si buenas calificaciones quieres tener culito tienes q poner  
 973973, Ay Si," Â¡Â¡Â¡Â¡AY sy, ay si!!!! me muero por VER EL TRAJE DE FLAMAS DE BUNBURY!!! "
 973975, Problems, me iban a comprar un disco de foo fighters pero confundieron el disco con el maricor de justin bieber 
 973974, Futurama Fry, AHORCADO # 6 F _ _ _ _ _R A _ _ _ E 
 973976, Stoner Stanley, TOOK MY HORSE FOR A WALK FORGOT THE KEYS INSIDE 
 973977, Bad Luck Brian, se consigue una novia se la baja su mejor amigo 
 973978, Bad Luck Brian, no fuma le da cancer al pulmon! 
